compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
154	P09106717	-150.567	-157.426	-155.351
155	P09106717	-151.083	-155.598	-154.595
156	P09106717	-151.783	-154.769	-155.012
157	P09669162	-318.016	-334.448	-338.794
158	P09669162	-307.774	-313.301	-320.34
159	P09669162	-256.46	-264.337	-267.711
160	P09891088	-152.899	-156.727	-160.272
161	P09891088	-152.641	-157.912	-160.404
162	P09891088	-152.646	-156.493	-160.329
163	P101149041	-168.306	-169.95	-172.423
164	P101149041	-166.94	-172.159	-170.931
165	P101149041	-169.437	-172.549	-173.866
166	P10145198	-316.868	-341.935	-338.822
167	P10145198	-321.006	-336.596	-335.431
168	P10145198	-320.147	-334.487	-333.545
169	P101623589	-324.933	-346.76	-352.662
170	P101623589	-324.943	-347.719	-352.774
171	P101623589	-324.764	-347.117	-353.258
172	P101756367	-259.418	-268.792	-269.606
173	P101756367	-232.469	-243.404	-249.405
174	P101756367	-260.151	-266.531	-269.177
175	P101968359	-205.948	-204.58	-214.043
176	P101968359	-200.007	-195.03	-205.761
177	P101968359	-190.383	-196.6	-196.641
178	P102003146	-230.975	-246.707	-250.116
179	P102003146	-230.395	-246.781	-249.341
180	P102003146	-196.724	-204.944	-207.239
181	P102016704	-192.503	-194.766	-197.514
182	P102016704	-191.618	-193.359	-196.264
183	P102016704	-194.417	-199.009	-201.45
184	P105265063	-255.982	-264.661	-269.701
185	P105265063	-254.881	-264.99	-269.561
186	P105265063	-274.181	-293.767	-296.296
187	P106135150	-263.385	-274.83	-277.915
188	P106135150	-257.42	-267.868	-267.745
189	P106135150	-254.744	-263.406	-270.941
190	P10674555	-131.441	-133.957	-133.607
191	P10674555	-129.054	-131.887	-132.316
192	P10674555	-120.043	-117.811	-120.777
193	P107050635	-242.605	-246.445	-250.134
194	P107050635	-243.475	-248.067	-250.753
195	P107050635	-243.689	-248.009	-250.744
196	P107204890	-213.112	-213.972	-216.483
197	P107204890	-243.126	-245.869	-248.526
198	P107204890	-222.714	-231.591	-231.835
199	P107204897	-261.802	-270.802	-267.767
200	P107204897	-261.333	-271.164	-267.747
201	P107204897	-277.909	-290.345	-291.238
202	P107221164	-132.307	-135.617	-134.647
203	P107221164	-195.255	-210.348	-211.583
204	P107221164	-195.925	-210.101	-211.722
205	P107223300	-247.658	-248.052	-242.445
206	P107223300	-256.034	-248.369	-252.177
207	P107223300	-245.385	-245.008	-243.748
208	P107223394	-282.237	-288.69	-290.19
209	P107223394	-281.648	-290.158	-291.621
210	P107223394	-270.968	-277.474	-275.697
211	P107223398	-222.115	-210.917	-215.628
212	P107223398	-226.53	-219.805	-223.439
213	P107223398	-242.656	-242.721	-240.521
214	P107413871	-190.643	-200.445	-200.979
215	P107413871	-179.337	-186.673	-185.166
216	P107413871	-193.106	-205.516	-203.922
217	P107706437	-216.003	-219.51	-222.53
218	P107706437	-258.248	-266.599	-271.11
219	P107706437	-244.604	-257.092	-258.996
220	P107795502	-168.801	-178.096	-178.133
221	P107795502	-171.058	-179.998	-179.898
222	P107795502	-168.523	-178.11	-179.048
223	P107841303	-192.594	-195.536	-200.939
224	P107841303	-185.692	-191.279	-194.171
225	P107841303	-188.049	-191.862	-195.436
226	P107853054	-225.207	-238.226	-236.652
227	P107853054	-225.609	-238.778	-235.936
228	P107853054	-226.933	-239.917	-237.391
229	P107866678	-256.373	-281.259	-277.612
230	P107866678	-264.923	-287.734	-288.177
231	P107866678	-228.848	-231.627	-232.182
232	P107914163	-201.284	-195.174	-197.871
233	P107914163	-200.645	-196.118	-197.183
234	P107914163	-199.375	-194.229	-194.95
235	P107919640	-206.427	-208.089	-209.946
236	P107919640	-204.948	-206.934	-204.443
237	P107919640	-242.333	-256.875	-262.815
238	P107970135	-188.212	-197.301	-200.166
239	P107970135	-188.424	-196.699	-199.255
240	P107970135	-188.107	-196.102	-199.04
241	P107970260	-227.027	-229.962	-236.483
242	P107970260	-226.04	-228.923	-236.271
243	P107970260	-225.133	-230.157	-235.096
244	P107971029	-250.661	-260.79	-270.148
245	P107971029	-258.571	-274.155	-277.425
246	P107971029	-234.798	-243.023	-252.662
247	P107971162	-212.889	-221.142	-228.299
248	P107971162	-214.554	-222.627	-229.175
249	P107971162	-212.664	-220.99	-227.458
250	P108127470	-189.219	-205.928	-207.167
251	P108127470	-188.156	-203.925	-206.129
252	P108127470	-189.937	-206.107	-208.035
253	P108127522	-251.736	-276.822	-276.327
254	P108127522	-252.325	-276.596	-276.525
255	P108127522	-251.406	-276.416	-276.401
256	P108134459	-262.411	-276.531	-281.016
257	P108134459	-261.366	-273.059	-279.541
258	P108134459	-261.519	-272.486	-277.949
259	P108141367	-298.978	-322.665	-323.502
260	P108141367	-299.572	-321.57	-322.578
261	P108141367	-300.263	-323.409	-325.327
262	P108142038	-287.08	-308.146	-308.44
263	P108142038	-284.835	-306.991	-308.22
264	P108142038	-271.486	-288.109	-291.115
265	P108142039	-283.783	-309.973	-305.78
266	P108142039	-284.512	-311.45	-305.918
267	P108142039	-287.388	-313.56	-307.871
268	P108190539	-168.275	-173.847	-177.14
269	P108190539	-163.349	-168.505	-172.491
270	P108190539	-163.783	-170.849	-174.132
271	P108190642	-227.942	-237.948	-230.429
272	P108190642	-245.631	-263.418	-254.626
273	P108190642	-246.551	-264.887	-255.898
274	P108190648	-254.948	-258.684	-267.513
275	P108190648	-252.184	-255.742	-264.507
276	P108190648	-252.767	-257.449	-265.99
277	P108190681	-230.769	-235.557	-241.201
278	P108190681	-219.127	-221.93	-229.245
279	P108190681	-224.873	-226.322	-230.875
280	P108221056	-334.069	-357.994	-363.78
281	P108221056	-332.151	-355.663	-359.681
282	P108221056	-332.951	-356.687	-360.443
283	P108231347	-238.511	-255.256	-247.398
284	P108231347	-236.575	-252.867	-246.295
285	P108231347	-231.979	-249.006	-244.072
286	P108243673	-178.699	-182.366	-184.816
287	P108243673	-184.591	-199.218	-196.554
288	P108243673	-178.636	-183.173	-186.252
289	P108252769	-134.055	-136.387	-142.305
290	P108252769	-132.618	-134.698	-139.887
291	P108252769	-135.631	-133.939	-142.295
292	P108311216	-257.182	-265.345	-270.481
293	P108311216	-247.42	-256.917	-255.93
294	P108311216	-270.414	-284.754	-280.937
295	P108902473	-180.612	-180.982	-179.288
296	P108902473	-215.681	-218.592	-215.352
297	P108902473	-217.406	-228.404	-230.325
298	P108909512	-315.238	-323.689	-335.124
299	P108909512	-312.681	-326.238	-330.288
300	P108909512	-327.39	-343.002	-340.206
301	P108909526	-252.754	-266.32	-267.176
302	P108909526	-290.408	-314.71	-309.672
303	P108909526	-285.628	-310.176	-306.706
304	P108937154	-189.375	-200.098	-199.679
305	P108937154	-186.513	-193.762	-194.921
306	P108937154	-200.42	-205.367	-205.218
307	P108937526	-221.79	-223.924	-224.977
308	P108937526	-237.131	-242.635	-241.459
309	P108937526	-219.315	-222.646	-222.419
310	P108944433	-185.179	-189.04	-184.095
311	P108944433	-121.923	-119.521	-120.918
312	P108944433	-165.811	-173.615	-176.542
313	P108996920	-286.78	-300.12	-302.286
314	P108996920	-295.334	-304.881	-308.542
315	P108996920	-296.206	-303.172	-308.627
316	P109008932	-293.52	-323.64	-326.423
317	P109008932	-301.564	-329.081	-331.736
318	P109008932	-296.403	-325.08	-328.775
319	P109013041	-170.693	-179.48	-179.721
320	P109013041	-175.939	-185.831	-185.953
321	P109013041	-206.936	-214.077	-221.633
322	P109015587	-258.498	-263.188	-272.021
323	P109015587	-265.169	-267.848	-276.009
324	P109015587	-265.535	-268.341	-276.336
325	P109047699	-222.477	-234.02	-229.762
326	P109047699	-207.054	-213.819	-215.59
327	P109047699	-246.0	-251.123	-248.276
328	P109438385	-275.108	-297.62	-295.625
329	P109438385	-244.586	-249.599	-252.393
330	P109438385	-250.238	-260.164	-260.798
331	P109438629	-220.024	-230.686	-232.427
332	P109438629	-220.131	-230.785	-232.099
333	P109438629	-220.542	-231.121	-231.422
334	P109438688	-281.278	-289.383	-288.575
335	P109438688	-280.52	-288.832	-289.152
336	P109438688	-278.653	-287.505	-287.233
337	P110132829	-162.808	-162.717	-164.95
338	P110132829	-161.338	-162.041	-164.527
339	P110132829	-162.178	-162.191	-163.83
340	P110574908	-366.941	-393.575	-400.113
341	P110574908	-368.508	-396.072	-401.605
342	P110574908	-366.854	-394.148	-399.867
343	P110840273	-160.539	-160.46	-160.651
344	P110840273	-160.585	-161.029	-161.309
345	P110840273	-163.062	-162.201	-162.012
346	P111922037	-196.636	-200.63	-198.216
347	P111922037	-196.648	-200.922	-197.825
348	P111922037	-197.663	-201.639	-198.259
349	P112142002	-362.121	-372.07	-389.89
350	P112142002	-356.966	-369.431	-385.327
351	P112142002	-359.83	-367.711	-385.654
352	P112142028	-393.957	-423.906	-431.45
353	P112142028	-393.189	-424.67	-430.649
354	P112142028	-233.289	-231.894	-246.323
355	P112154856	-324.226	-334.058	-342.382
356	P112154856	-323.457	-334.319	-340.753
357	P112154856	-323.262	-334.887	-340.124
358	P112176413	-153.325	-156.76	-161.413
359	P112176413	-123.294	-121.941	-119.126
360	P112176413	-201.334	-207.918	-206.047
361	P112221885	-396.889	-415.586	-417.469
362	P112221885	-404.118	-426.556	-428.227
363	P112221885	-361.198	-379.993	-376.495
364	P112299114	-216.585	-221.574	-228.029
365	P112299114	-208.339	-213.107	-219.595
366	P112299114	-286.978	-291.736	-299.961
367	P112473017	-194.629	-197.321	-199.579
368	P112473017	-288.983	-310.727	-309.609
369	P112473017	-294.673	-317.907	-317.384
370	P114977737	-169.782	-168.798	-172.162
371	P114977737	-125.852	-132.672	-126.634
372	P114977737	-126.192	-132.786	-126.951
373	P114977741	-261.997	-280.726	-286.458
374	P114977741	-262.21	-280.842	-286.273
375	P114977741	-262.0	-280.872	-286.123
376	P116724644	-177.299	-180.526	-183.412
377	P116724644	-177.184	-180.048	-183.162
378	P116724644	-177.168	-181.158	-181.675
379	P117554789	-189.27	-197.118	-196.842
380	P117554789	-191.582	-196.081	-199.691
381	P117554789	-192.414	-197.11	-200.42
382	P117564743	-173.81	-180.887	-183.408
383	P117564743	-175.028	-181.65	-181.679
384	P117564743	-173.77	-180.104	-180.863
385	P117594404	-247.748	-256.85	-260.785
386	P117594404	-247.297	-256.969	-260.556
387	P117594404	-293.35	-310.821	-308.407
388	P117595008	-281.059	-295.169	-299.402
389	P117595008	-276.994	-292.319	-296.922
390	P117595008	-264.46	-272.611	-279.064
391	P117751975	-258.49	-264.939	-267.384
392	P117751975	-270.631	-276.278	-282.483
393	P117751975	-268.334	-271.238	-274.327
394	P118653057	-200.722	-201.132	-207.887
395	P118653057	-200.898	-200.669	-208.676
396	P118653057	-199.975	-199.826	-207.415
397	P119454707	-166.723	-179.548	-183.764
398	P119454707	-151.027	-160.625	-164.512
399	P119454707	-151.171	-160.153	-164.51
400	P120547666	-347.43	-379.994	-381.566
401	P120547666	-347.144	-380.491	-382.293
402	P120547666	-351.62	-384.245	-386.582
403	P124358634	-305.98	-321.704	-329.483
404	P124358634	-298.777	-314.74	-321.093
405	P124358634	-312.792	-333.491	-328.926
406	P124417530	-205.159	-211.188	-211.36
407	P124417530	-204.769	-210.272	-210.317
408	P124417530	-203.288	-209.896	-209.349
409	P126384958	-287.285	-321.277	-318.785
410	P126384958	-257.545	-266.291	-267.038
411	P126384958	-256.84	-263.528	-263.877
412	P126399883	-235.296	-243.811	-250.049
413	P126399883	-233.153	-240.185	-248.681
414	P126399883	-236.139	-244.963	-250.623
415	P126500770	-285.903	-301.258	-302.182
416	P126500770	-274.968	-285.448	-285.754
417	P126500770	-286.233	-302.955	-305.869
418	P126500777	-245.783	-259.648	-257.234
419	P126500777	-243.826	-257.244	-254.334
420	P126500777	-250.651	-260.805	-260.366
421	P126680353	-262.152	-266.613	-270.502
422	P126680353	-261.297	-268.401	-269.065
423	P126680353	-262.867	-266.927	-270.162
424	P12735609	-267.176	-272.437	-277.685
425	P12735609	-308.013	-324.691	-332.11
426	P12735609	-288.973	-305.745	-311.234
427	P127855170	-209.134	-220.359	-216.813
428	P127855170	-206.607	-216.082	-215.425
429	P127855170	-209.749	-218.359	-216.873
430	P128266901	-224.951	-236.271	-234.758
431	P128266901	-217.988	-232.126	-233.171
432	P128266901	-216.936	-227.959	-228.315
433	P128430944	-227.244	-237.561	-236.187
434	P128430944	-225.571	-238.382	-235.508
435	P128430944	-227.551	-238.486	-237.409
436	P128496413	-153.911	-153.452	-152.753
437	P128496413	-160.07	-158.371	-160.915
438	P128496413	-160.767	-160.283	-164.326
439	P128547138	-226.791	-243.528	-241.348
440	P128547138	-213.308	-225.336	-225.713
441	P128547138	-212.05	-227.75	-221.254
442	P128555644	-162.727	-166.789	-169.651
443	P128555644	-160.932	-165.901	-167.39
444	P128555644	-162.419	-166.756	-168.752
445	P128783819	-226.902	-232.878	-239.199
446	P128783819	-228.061	-234.459	-240.612
447	P128783819	-226.863	-233.973	-240.151
448	P128846979	-265.682	-281.352	-287.844
449	P128846979	-268.718	-284.973	-290.51
450	P128846979	-267.943	-283.473	-289.916
451	P128859230	-207.757	-218.732	-218.937
452	P128859230	-188.644	-196.017	-190.701
453	P128859230	-204.198	-214.964	-217.576
454	P128870855	-147.644	-154.793	-151.974
455	P128870855	-145.722	-158.826	-154.603
456	P128870855	-229.979	-244.318	-240.388
457	P128876461	-264.668	-276.031	-274.511
458	P128876461	-264.258	-273.756	-273.624
459	P128876461	-258.378	-267.914	-267.898
460	P128876481	-310.815	-330.861	-333.477
461	P128876481	-286.309	-304.681	-311.585
462	P128876481	-296.372	-314.364	-314.149
463	P128878061	-281.657	-291.641	-293.393
464	P128878061	-277.831	-289.145	-283.007
465	P128878061	-297.257	-301.721	-306.567
466	P128929374	-373.779	-409.383	-408.232
467	P128929374	-375.072	-408.331	-407.905
468	P128929374	-371.99	-406.288	-404.493
469	P128952513	-229.206	-229.779	-237.544
470	P128952513	-186.089	-198.21	-196.553
471	P128952513	-183.231	-198.375	-198.508
472	P128954866	-250.929	-282.006	-277.488
473	P128954866	-250.619	-277.07	-278.004
474	P128954866	-250.202	-275.868	-277.491
475	P129010431	-349.814	-366.804	-372.072
476	P129010431	-350.039	-367.263	-369.949
477	P129010431	-349.873	-366.435	-372.335
478	P129054942	-263.682	-270.632	-277.426
479	P129054942	-257.592	-270.978	-274.605
480	P129054942	-265.834	-272.224	-280.34
481	P129054945	-223.299	-222.18	-231.328
482	P129054945	-221.758	-228.726	-228.419
483	P129054945	-225.386	-224.868	-234.281
484	P129059042	-219.27	-228.855	-232.455
485	P129059042	-268.848	-272.193	-279.047
486	P129059042	-269.933	-273.446	-279.793
487	P129090573	-159.3	-168.009	-170.816
488	P129090573	-208.28	-212.029	-220.209
489	P129090573	-210.03	-214.107	-220.947
490	P129316739	-194.699	-199.134	-203.25
491	P129316739	-193.614	-199.832	-204.56
492	P129316739	-193.038	-200.349	-202.641
493	P129358273	-123.82	-128.489	-128.542
494	P129358273	-123.985	-128.364	-128.44
495	P129358273	-123.382	-127.408	-126.994
496	P129358720	-265.485	-279.106	-281.312
497	P129358720	-193.898	-198.262	-193.165
498	P129358720	-263.462	-276.689	-280.913
499	P129361813	-174.307	-189.349	-193.352
500	P129361813	-175.295	-188.456	-188.149
501	P129361813	-174.186	-188.812	-189.536
502	P129487559	-172.816	-175.587	-179.405
503	P129487559	-183.251	-186.557	-185.536
504	P129487559	-171.143	-173.849	-178.825
505	P129629386	-304.948	-325.158	-327.924
506	P129629386	-199.459	-212.28	-210.977
507	P129629386	-295.764	-315.241	-319.452
508	P129629388	-209.932	-221.744	-220.832
509	P129629388	-238.252	-247.026	-248.689
510	P129629388	-206.507	-216.571	-215.463
511	P129681789	-249.841	-265.771	-271.326
512	P129681789	-261.1	-270.994	-274.612
513	P129681789	-250.897	-259.741	-266.476
514	P129681815	-186.604	-198.495	-195.147
515	P129681815	-185.511	-197.61	-200.591
516	P129681815	-104.448	-114.645	-113.624
517	P129686358	-171.763	-171.531	-170.562
518	P129686358	-171.005	-171.117	-169.64
519	P129686358	-168.151	-169.173	-171.987
520	P129688943	-252.429	-260.905	-263.909
521	P129688943	-254.655	-261.705	-265.369
522	P129688943	-253.234	-261.866	-264.607
523	P129692597	-190.076	-197.273	-196.284
524	P129692597	-191.014	-194.808	-198.581
525	P129692597	-191.622	-191.425	-198.891
526	P129746241	-300.232	-313.272	-310.89
527	P129746241	-277.061	-284.715	-283.937
528	P129746241	-290.454	-295.395	-295.344
529	P129929621	-251.009	-253.127	-259.291
530	P129929621	-253.187	-254.723	-262.157
531	P129929621	-249.988	-250.911	-257.833
532	P129929622	-201.893	-201.114	-203.101
533	P129929622	-200.963	-199.079	-201.242
534	P129929622	-202.187	-202.103	-202.457
535	P129929721	-250.273	-255.846	-261.375
536	P129929721	-253.89	-257.209	-261.871
537	P129929721	-251.894	-257.077	-261.541
538	P129929962	-337.06	-352.771	-355.33
539	P129929962	-341.07	-360.254	-360.125
540	P129929962	-335.074	-350.548	-351.886
541	P129931351	-259.667	-274.436	-271.321
542	P129931351	-259.306	-274.671	-269.992
543	P129931351	-260.346	-275.218	-271.986
544	P129931357	-258.596	-267.847	-268.336
545	P129931357	-289.692	-305.761	-308.929
546	P129931357	-285.983	-298.16	-302.337
547	P129933576	-252.41	-252.231	-261.404
548	P129933576	-253.378	-257.712	-263.066
549	P129933576	-253.189	-253.368	-262.354
550	P129948141	-279.655	-291.015	-295.627
551	P129948141	-278.67	-290.281	-295.68
552	P129948141	-276.581	-289.695	-291.759
553	P129971863	-144.511	-149.222	-144.423
554	P129971863	-145.916	-150.946	-149.473
555	P129971863	-186.165	-195.745	-192.601
556	P129973817	-178.324	-181.45	-185.331
557	P129973817	-179.222	-182.633	-186.508
558	P129973817	-179.083	-182.4	-185.453
559	P129989658	-292.948	-318.356	-319.188
560	P129989658	-291.526	-317.654	-318.536
561	P129989658	-293.268	-316.767	-318.488
562	P130114933	-199.613	-210.793	-208.356
563	P130114933	-250.03	-252.13	-255.341
564	P130114933	-252.344	-263.033	-267.255
565	P130143864	-200.034	-192.821	-205.937
566	P130143864	-199.22	-193.399	-205.589
567	P130143864	-199.179	-190.748	-204.286
568	P130147805	-181.209	-184.36	-182.737
569	P130147805	-184.363	-188.576	-184.437
570	P130147805	-182.168	-186.504	-183.577
571	P130201827	-339.451	-351.777	-352.711
572	P130201827	-337.093	-348.097	-342.042
573	P130201827	-335.09	-346.025	-340.672
574	P130258174	-147.356	-155.253	-153.789
575	P130258174	-134.888	-133.72	-144.789
576	P130258174	-133.274	-136.113	-142.426
577	P130262368	-288.716	-304.069	-305.337
578	P130262368	-286.058	-301.554	-302.849
579	P130262368	-288.745	-304.325	-305.899
580	P130288732	-136.499	-134.318	-133.766
581	P130288732	-139.043	-136.048	-133.758
582	P130288732	-138.841	-136.273	-140.178
583	P130311087	-192.373	-200.251	-202.459
584	P130311087	-179.779	-188.887	-189.814
585	P130311087	-182.929	-196.808	-193.423
586	P130426553	-294.508	-309.312	-307.145
587	P130426553	-291.01	-308.066	-307.221
588	P130426553	-295.582	-313.096	-309.74
589	P130489909	-228.371	-236.002	-238.835
590	P130489909	-230.15	-236.215	-237.198
591	P130489909	-223.7	-224.499	-232.026
592	P130563842	-252.912	-256.385	-259.815
593	P130563842	-255.479	-260.037	-265.693
594	P130563842	-254.893	-257.82	-261.652
595	P130731651	-358.16	-375.426	-387.099
596	P130731651	-359.064	-375.707	-388.515
597	P130731651	-357.572	-374.412	-384.619
598	P130740652	-323.817	-341.474	-350.195
599	P130740652	-319.78	-335.003	-345.365
600	P130740652	-386.366	-421.15	-429.692
601	P130748312	-195.703	-202.053	-203.492
602	P130748312	-197.077	-202.565	-203.945
603	P130748312	-197.035	-201.653	-201.438
604	P130748316	-224.141	-238.256	-241.653
605	P130748316	-225.453	-239.628	-243.494
606	P130748316	-222.697	-239.208	-241.407
607	P130749885	-252.21	-250.162	-256.593
608	P130749885	-251.297	-258.732	-259.168
609	P130749885	-296.201	-311.412	-310.093
610	P130754870	-173.608	-172.16	-170.141
611	P130754870	-175.278	-172.856	-171.581
612	P130754870	-175.779	-173.029	-171.292
613	P130758127	-235.948	-239.772	-234.387
614	P130758127	-229.14	-232.184	-232.5
615	P130758127	-242.319	-245.046	-242.491
616	P130758194	-235.48	-242.035	-241.067
617	P130758194	-271.077	-280.998	-282.655
618	P130758194	-245.528	-249.216	-248.383
619	P130758254	-225.33	-228.03	-230.317
620	P130758254	-218.975	-227.708	-231.128
621	P130758254	-224.474	-235.016	-234.61
622	P130758628	-289.395	-300.649	-304.123
623	P130758628	-281.296	-290.954	-296.027
