"molecule structure","name","activity","type"
"Cc1ccc(cc1)OCC(=O)Oc2ccc3c(c2)OC(=C([C@H]3c4ccc(o4)C)C#N)[NH3+]","P58526560","0","decoy"
"c1ccc2c(c1)c(c[nH]2)C(=O)C(=O)Nc3cccc(c3)c4ccc([nH+]n4)N5CCCC5","P58744063","0","decoy"
"CC1=C2[C@H](C(=C(O[C@H]2N=N1)[NH3+])C#N)c3ccc(o3)COc4ccc(cc4)Br","P59500284","0","decoy"
"CCCC1=C2[C@H](C(=C(O[C@@H]2N=N1)[NH3+])C#N)c3cc(c(cc3Br)OC)OC","P60646191","0","decoy"
"Cc1ccc(cc1)C(=O)N/N=C/2\CCCc3c2c(c(o3)C(=O)Nc4cc[nH+]cc4)C","P61955901","0","decoy"
"Cc1c\2c(oc1C(=O)NN3CC[NH+](CC3)C)CCC/C2=N\Nc4ccc(cc4)F","P61978147","0","decoy"
"C[C@H](c1cccc(c1)OC(F)F)NC(=O)Nc2ccc([nH+]c2)N3CCOCC3","P71945889","0","decoy"
"c1ccn2c(c1)[nH+]c(cc2=O)CNc3ccc(cc3NC(=O)c4ccco4)Cl","P84069236","0","decoy"
"c1cc[nH+]c(c1)CNC(=O)C(=O)N/N=C\c2ccc(o2)c3ccc(c(c3)Cl)Cl","P89195665","0","decoy"
"c1ccc2c(c1)cccc2c3[nH]nc(n3)NC(=O)c4ccc(cc4)Cn5cc[nH+]c5","P92746339","0","decoy"
"Cc1c(ccc2c1OC(=O)[C@H]([C@H]2C)CC(=O)NCCC3=c4cc(ccc4=[NH+]C3)OC)O","P97338247","0","decoy"
"C[C@@H]1[C@@H](S[C@@H]([NH2+]1)N(Cc2ccco2)C(=O)C)C(=O)/N=c/3\[nH]c4ccccc4s3","P97976498","0","decoy"
"C[C@H]1c2cc3c(cc2OC(=O)[C@@H]1CC(=O)NCCc4c[nH+]c[nH]4)occ3C(C)(C)C","P99422568","0","decoy"
"C[C@@H](C(=O)N[C@@H](c1[nH]c2ccccc2[nH+]1)C(C)C)N3C(=O)c4ccccc4C3=O","P105605404","0","decoy"
"c1ccc2c(c1)[nH]c([nH+]2)CNC(=O)CSc3nnc(o3)c4ccc(cc4)Cl","P109027915","0","decoy"
"COc1ccc(cc1)n2c3ccccc3[nH+]c2CSc4nnc(n4N)C(F)(F)F","P111458888","0","decoy"
"CSc1[nH+]ccn1c2ccc(cc2)C(=O)Nc3[nH]nc(n3)c4ccccc4Cl","P111682756","0","decoy"
"Cc1cc(n([nH+]1)[C@H](C)C(=O)Nc2ccc(cc2Cl)NC(=O)c3ccc(cc3)C=O)C","P111892376","0","decoy"
"CC(C)[C@@H](C(=O)OC)NC(=O)N1CCc2c([nH]c[nH+]2)[C@H]1c3cccc(c3F)F","P112601763","0","decoy"
"C[C@H](C(=O)OC)NC(=O)N1CCc2c([nH]c[nH+]2)[C@H]1c3cccc(c3Cl)Cl","P125489807","0","decoy"
"CC(C)[C@H](C(=O)OC)NC(=O)N1CCc2c([nH]c[nH+]2)[C@@H]1c3cccc(c3F)F","P125500924","0","decoy"
"C[C@H](C(=O)OC)NC(=O)N1CCc2c([nH]c[nH+]2)[C@@H]1c3ccc(cc3)Br","P125501083","0","decoy"
"CC(C)(C)C(=O)Nc1ccc(cc1)c2csc(n2)NC(=O)c3ccn4c[nH+]cc4c3","P140091493","0","decoy"
"COC(=O)CCCNC(=O)N1CCc2c([nH+]c[nH]2)[C@@H]1c3ccc(cc3F)Cl","P153167839","0","decoy"
"COC(=O)CCCNC(=O)N1CCc2c([nH+]c[nH]2)[C@H]1c3ccc(cc3F)Cl","P153167840","0","decoy"
"Cc1cc(no1)NC(=O)C[NH+](C)[C@@H](C)C(=O)Nc2cc(c(cc2Cl)Cl)Cl","P153510451","0","decoy"
"Cc1cc(n(n1)c2ccc(cn2)C(=O)N[C@H](c3ccccc3)c4ccc5c(c4)[nH]c[nH+]5)C","P154000568","0","decoy"
"c1cc(c(cc1C(=O)/N=C(/NCc2cc[nH+]cc2)\Nc3ccc4c(c3)OCO4)Cl)F","P155480972","0","decoy"
"c1cc(cc(c1)Cl)C(=O)/N=C(/NCc2cc[nH+]cc2)\Nc3ccc4c(c3)OCO4","P155481026","0","decoy"
"c1cc(cc(c1)Cl)c2nnc(n2N)SCc3cc(=O)n4ccsc4[nH+]3","P155847437","0","decoy"
"COc1ccccc1NS(=O)(=O)c2ccc(c(c2)C(=O)Nc3cccc(c3)C(=O)[O-])Cl","P09530964","0","decoy"
"C[C@@H](c1ccccc1)Nc2c(nc3ccccc3n2)[N-]S(=O)(=O)c4ccc(cc4)NC(=O)C","P09736107","0","decoy"
"CCCCc1ccc(cc1)[N-]S(=O)(=O)c2cccc(c2)C(=O)OCC(=O)NC(=O)NCC","P15540392","0","decoy"
"c1ccc(cc1)[N-]S(=O)(=O)c2ccc(cc2)C(=O)OCc3nc4ccccc4c(n3)N","P17001683","0","decoy"
"CC(C)NC(=O)/C(=N/Nc1ccc(cc1)S(=O)(=O)[N-]c2cccc(c2)C(F)(F)F)/C#N","P19643021","0","decoy"
"c1cc(cc(c1)NS(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])NCc3ccc(cc3)F)C(=O)[O-]","P19851613","0","decoy"
"c1cc(cc(c1)NS(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])NCCC3=CCCCC3)C(=O)[O-]","P19854290","0","decoy"
"c1cc(ccc1C(=O)[O-])NS(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])NCCC3=CCCCC3","P19917178","0","decoy"
"c1cc(c(cc1/C=C/C(=O)[O-])[N+](=O)[O-])NCCNc2ccc(cc2[N+](=O)[O-])C(F)(F)F","P19918089","0","decoy"
"c1ccc(c(c1)C(=O)Nc2cccc(c2)C(=O)[O-])NC(=O)/C=C/c3ccc(cc3)[N+](=O)[O-]","P21373816","0","decoy"
"CCOc1ccc(cc1)S(=O)(=O)[N-]c2ccc(cc2)C(=O)N/N=C/c3ccc(cc3)O","P30975801","0","decoy"
"CC(C)Sc1nnc(s1)/N=C(/CSc2nc([nH]n2)N/N=C/c3ccccc3Cl)\[O-]","P31102880","0","decoy"
"c1cc(ccc1/C=N/Nc2[n-]c(nn2)SCCC(=O)Nc3ccc(cc3)OC(F)(F)F)F","P31106093","0","decoy"
"CC/C(=N\Nc1[n-]c(nn1)SCCC(=O)Nc2ccc(c(c2)OC)Cl)/c3ccccc3","P31108162","0","decoy"
"c1ccc2c(c1)cccc2/C=N/Nc3[nH]nc(n3)SC/C(=N/c4nc5ccccc5s4)/[O-]","P31258764","0","decoy"
"c1ccc(cc1)/C=C/C=N/Nc2[n-]c(nn2)SCCC(=O)Nc3ccc(cc3)[N+](=O)[O-]","P31481812","0","decoy"
"COc1ccccc1/C=N/Nc2[n-]c(nn2)SCCC(=O)Nc3cccc4c3cccc4","P31483506","0","decoy"
"C/N=c\1/n(c(cs1)c2ccc(c(c2)C(=O)N)[O-])/N=C/c3ccc(c(c3OC)OC)OC","P31861442","0","decoy"
"CC(=C[C@H]1[C@H](C1(C)C)C(=O)NNC(=O)c2cccc(c2)S(=O)(=O)[N-]c3ccccc3OC)C","P36603983","0","decoy"
"c1cc(cc(c1)[N+](=O)[O-])C(=O)Nc2ccc(cc2)Oc3ccc(c(c3)C(=O)[O-])C(=O)O","P40509316","0","decoy"
"CCOc1ccc(cc1)N[C@H](C)C(=O)N/N=C/c2cc(cc(c2[O-])[N+](=O)[O-])Br","P40562148","0","decoy"
"CN(C)c1ccc(cc1)/C=C(/C(=O)N/N=C/c2ccc(c(c2)[O-])OC)\NC(=O)c3ccccc3","P49547029","0","decoy"
"C[C@@H](C(=O)N/N=C(\NC(=O)c1ccccc1[N+](=O)[O-])/[S-])Oc2ccc3ccccc3c2","P49732138","0","decoy"
"CCCCOc1ccccc1C(=O)N/C(=N\NC(=O)c2ccc(cc2)[N+](=O)[O-])/[S-]","P49732212","0","decoy"
"CCCCOc1ccccc1C(=O)N/C(=N\NC(=O)COc2ccc(cc2)[N+](=O)[O-])/[S-]","P49732214","0","decoy"
"CCCCOc1cccc(c1)C(=O)N/C(=N\NC(=O)c2ccc(cc2)[N+](=O)[O-])/[S-]","P49737644","0","decoy"
"c1ccc(cc1)c2c(cn(n2)Cc3ccc(cc3Cl)Cl)/C=N/[N-]/C(=N\[N+](=O)[O-])/N","P52470177","0","decoy"
"CCCCNC(=O)[C@@H](c1ccccc1O)N(Cc2ccco2)C(=O)c3cc(ccc3[O-])[N+](=O)[O-]","P54257307","0","decoy"
"CC(C)(C)CC(C)(C)NC(=O)[C@H](c1ccc(cc1)[N+](=O)[O-])N(C)C(=O)c2c(cccc2[O-])O","P54302814","0","decoy"
"CCCCNC(=O)[C@@H](c1cccc(c1)O)N(CCC)C(=O)c2cc(ccc2[O-])[N+](=O)[O-]","P54354718","0","decoy"
"CCCCNC(=O)[C@H](c1ccc(cc1)O)N(CCC)C(=O)c2cc(ccc2[O-])[N+](=O)[O-]","P54354727","0","decoy"
"CCCN([C@H](c1ccccc1O)C(=O)NC(C)(C)C)C(=O)c2cc(ccc2[O-])[N+](=O)[O-]","P54354777","0","decoy"
"CCCCNC(=O)[C@H](c1ccccc1O)N(CCC)C(=O)c2cc(ccc2[O-])[N+](=O)[O-]","P54354783","0","decoy"
"CCCCNC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])N(CCC)C(=O)c2c(cccc2[O-])O","P54366587","0","decoy"
"CCCCNC(=O)[C@H](c1ccc(cc1)[N+](=O)[O-])N(CCC)C(=O)c2c(cccc2[O-])O","P54366588","0","decoy"
"Cc1c(nc([nH]1)SC/C(=N/c2nc3ccc(cc3s2)[N+](=O)[O-])/[O-])Cc4ccc(cc4)O","P77240101","0","decoy"
"c1cc(ccc1/C=N/Nc2[nH]nc(n2)SCc3[n-]c4cc(ccc4n3)[N+](=O)[O-])Br","P78714542","0","decoy"
"CCOc1ccc(cc1)[C@H](CCC(=O)N/N=C/c2ccc(o2)c3ccc(cc3)C(=O)[O-])O","P89146958","0","decoy"
"CCCCN/C(=N/S(=O)(=O)c1ccc(cc1)NC(=O)COc2ccc(cc2Cl)Cl)/[O-]","P90449046","0","decoy"
"c1ccc2c(c1)ccc(c2/C=N/NC(=O)CNc3ccc(cc3[N+](=O)[O-])C(F)(F)F)[O-]","P90493274","0","decoy"
"CC(C)C(=O)Nc1ccccc1c2c(nc(nn2)SCC(=O)Nc3cccc4c3cccc4)[O-]","P99363286","0","decoy"
"CCOc1ccccc1NCc2cc(n3c(n2)nc(n3)NCc4ccccc4Cl)[O-]","P100408260","0","decoy"
"c1ccc(c(c1)[N-]S(=O)(=O)c2ccc(cc2)OCC3CCCCC3)n4c(c(cn4)C#N)N","P111717488","0","decoy"
"CCOc1ccc(cc1)[C@H](CCC(=O)N/N=C/c2cc(c(c(c2)Br)[O-])[N+](=O)[O-])O","P130222095","0","decoy"
"CC[C@@H](C)NS(=O)(=O)c1cc(ccc1Oc2cc(nn2C)C(=O)[O-])NC(=O)C(CC)CC","P151900710","0","decoy"
"COc1cccc(c1[O-])/C=N\NC(=O)/C(=C\c2ccc3c(c2)OCO3)/NC(=O)c4ccccc4","P152390852","0","decoy"
"COc1ccccc1C(=O)N/C(=C\c2ccc3c(c2)OCO3)/C(=O)Nc4ccc(cc4)C(=O)[O-]","P152621814","0","decoy"
"C=CC/N=c\1/n(c(cs1)c2ccc(c(c2)C(=O)N)[O-])/N=C\c3ccc(o3)[N+](=O)[O-]","P153040081","0","decoy"
"c1ccc(c(c1)/N=C(/C(=N\Nc2ccc(cc2)S(=O)(=O)Nc3ncccn3)/C#N)\[O-])Cl","P155641126","0","decoy"
"CCOc1ccc(c(c1)[O-])/C=N\NC(=O)/C(=C/c2ccc3c(c2)OCO3)/NC(=O)c4ccccc4","P155692606","0","decoy"
"CCCC(=O)N1CCN(CC1)c2ccc(cc2)NC(=S)NC(=O)c3cccc(c3)[N+](=O)[O-]","P07486837","0","decoy"
"CC(C)OC(=O)C1[C@@H](C(C(=NC1=C)SCC(=O)N)C#N)c2cc(c(c(c2)OC)OC)OC","P09964906","0","decoy"
"c1cc(oc1)CNC(=O)CSc2nnc(s2)NC(=O)/C=C/c3ccc4c(c3)OCO4","P13546879","0","decoy"
"CCOc1ccc(cc1S(=O)(=O)N2CCCCC2)NC(=O)CNC(=O)COc3ccccc3","P13977539","0","decoy"
"CCOC(=O)c1c(c(c([nH]1)C)C(=O)OCC(=O)Nc2c(c3c(s2)CCC3)C(=O)OC)C","P14110114","0","decoy"
"Cc1c(c(n(n1)Cc2ccccc2Cl)Cl)C(=O)OCC(=O)NC(=O)NCc3ccco3","P14388679","0","decoy"
"CCn1c(nnc1S[C@H](C)C(=O)Nc2ccc(cc2)S(=O)(=O)NC(C)C)c3ccncc3","P14548439","0","decoy"
"Cc1c(c(n(n1)Cc2ccccc2)Cl)/C=C/C(=O)OCC(=O)NC(=O)NCc3ccco3","P14756067","0","decoy"
"CCCCOC(=O)C1=C(OC2=C([C@]13c4ccccc4N(C3=O)CC(=O)OCC)C(=O)CCC2)N","P14849118","0","decoy"
"C[C@H](C(=O)Nc1ccc(cc1)N(C)C)OC(=O)c2ccc(cc2)S(=O)(=O)NCc3ccco3","P15217181","0","decoy"
"Cc1cc(on1)NC(=O)[C@H](C)OC(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3F","P16431028","0","decoy"
"CC(=O)c1ccccc1NC(=O)COC(=O)c2ccccc2NC(=O)CSc3nccn3C","P16937714","0","decoy"
"COc1cc(c(cc1OC)NC(=O)c2ccccc2Cl)C(=O)OCC(=O)NCc3ccco3","P17912293","0","decoy"
"CCCCNS(=O)(=O)c1cccc(c1)NC(=O)c2ccc(c(c2)S(=O)(=O)N(C)C)OC","P18799625","0","decoy"
"COC(=O)c1cc(cc(c1)NS(=O)(=O)c2ccc3c(c2)OCCO3)CNC(=O)CCC=C","P20349177","0","decoy"
"COc1ccc(c(c1OC)OC)CC(=O)Nc2nc(cs2)c3ccc(cc3)NS(=O)(=O)C","P20648990","0","decoy"
"CC(C)[C@H](C(=O)OCC(=O)c1c[nH]c2c1cccc2)NS(=O)(=O)c3ccc4c(c3)OCCO4","P21434060","0","decoy"
"Cc1c(c(on1)C)CCC(=O)NCc2c(oc(n2)c3cccc(c3)NC(=O)c4ccoc4C)C","P22795865","0","decoy"
"COC(=O)c1cc(cc(c1)C(=O)OC)C(=O)NC(=S)Nc2ccc(c(c2)C(=O)OC)Cl","P24502771","0","decoy"
"CCOc1ccc(cc1)O[C@H](C)C(=O)NNC(=O)c2cc(c(c(c2)S(=O)(=O)N(C)C)C)C","P27011486","0","decoy"
"Cc1ccc(c(c1)NC(=O)CNC(=O)Cn2nc(nn2)c3cccc(c3)C(F)(F)F)OC","P27803414","0","decoy"
"CNC(=O)c1ccc(cc1)NC(=O)COC(=O)CSc2c3c(c4ccccc4o3)ncn2","P28485383","0","decoy"
"CC(C)(C)C(=O)Nc1cc(c(cc1C(=O)OCC(=O)N[C@H]2CCOc3c2cccc3)OC)OC","P28610629","0","decoy"
"c1ccc2c(c1)c3c(o2)c(ncn3)SCC(=O)OCCOc4ccc(cc4)S(=O)(=O)N","P28613357","0","decoy"
"CCn1cc(c(n1)OCC)C(=O)Nc2nnc(s2)SCC(=O)Nc3ccccc3C","P31380818","0","decoy"
"Cc1c(cccc1Cl)NC(=O)COC(=O)CNS(=O)(=O)c2ccc3c(c2)OCCCO3","P31770465","0","decoy"
"COc1cc(cc(c1OC)OC)C(=O)NCC(=O)Nc2ccc(cc2)c3cn4ccsc4n3","P32924428","0","decoy"
"CCCCc1cnc2c(c1NOCC(=O)Nc3cccc(c3)C(F)(F)F)c(=O)n(c(=O)n2C)C","P35547212","0","decoy"
"c1ccc(c(c1)[N+](=O)[O-])OCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)NC[C@@H]4CCCO4","P36488375","0","decoy"
"CSCC[C@@H](C(=O)OCC(=O)NC(=O)Nc1ccccc1F)N2C(=O)c3ccccc3C2=O","P36594753","0","decoy"
"CCOc1cc(ccc1O)[C@H]2C(=C(C(=O)N2CCOC)O)C(=O)c3cc4cccc(c4o3)OC","P49657799","0","decoy"
"CCOCCOC(=O)C1=C(NC2=C([C@H]1c3ccc(c(c3)OC)O)C(=O)[C@@H]([C@@H](C2)C)C(=O)OC)C","P50137885","0","decoy"
"C=CCN1C2=C([C@@H](NC1=O)c3ccccc3Cl)C(=O)N(C2)CC(=O)NCCN4CCOCC4","P51625571","0","decoy"
"CCCCNC(=O)[C@@H](c1cccc(c1)O)N(Cc2ccco2)C(=O)c3ccc(cc3)[N+](=O)[O-]","P54265574","0","decoy"
"CCOC(=O)[C@H](C)Oc1c(cc(cc1Br)[C@H]2C(=C(NC(=O)N2)C)C(=O)OC)OC","P54414592","0","decoy"
"CC(C)OC(=O)c1c(c(c(nc1N)SCC#N)C#N)c2cc(c(c(c2)OC)OC)OC","P56703951","0","decoy"
"COc1ccc(cc1OC)NC(=O)C(=O)NCCc2csc3n2nc(n3)c4ccccc4F","P57148705","0","decoy"
"C[C@H](C(=O)Nc1cccc(c1)C#N)OC(=O)[C@H](C(C)C)NC(=O)c2cc(cc(c2)OC)OC","P59378344","0","decoy"
"C[C@@H](C(=O)Nc1ccccc1C#N)OC(=O)[C@H](C(C)C)NC(=O)c2cc(cc(c2)OC)OC","P59378548","0","decoy"
"C[C@H](C(=O)Nc1ccc(cc1)S(=O)(=O)NC(C)C)OC(=O)[C@H]2Cc3ccccc3C(=O)O2","P60350697","0","decoy"
"COc1cccc(c1C(=O)NC(=S)Nc2cc(ccc2N3CCOCC3)C(=O)OC)OC","P86058775","0","decoy"
"COc1ccc(cc1Cl)N/C(=N/C(=O)c2ccc3c(c2)OCO3)/NCCN4CCOCC4","P87708359","0","decoy"
"Cc1ccc(cc1)C(=O)NCCc2nnc(n2C)SCC(=O)Nc3ccc(cc3)C(=O)OC","P89806533","0","decoy"
"CCOc1cc(c(cc1N2CCOCC2)OCC)NC(=O)COC(=O)c3ccc(cc3)O","P92232508","0","decoy"
"c1cc(ccc1c2c3c(nc(nc3on2)CCC(=O)NCCc4c[nH]cn4)N5CCCCC5)F","P99072012","0","decoy"
"CCN(CC[NH+](C)C)c1c(cc(cn1)C(=O)[O-])NS(=O)(=O)c2ccc(c(c2)Cl)OC","P99634435","0","decoy"
"CCn1c(c(c([nH+]1)C)CCN(C)c2c(cc(cn2)C(=O)[O-])NS(=O)(=O)c3ccc(cc3)C)C","P99643618","0","decoy"
"COc1ccccc1NC(=O)COC(=O)c2ccc(cc2)S(=O)(=O)NCc3ccco3","P126187505","0","decoy"
"Cc1cc(no1)NC(=O)COC(=O)[C@H](C(C)C)NS(=O)(=O)c2ccc(cc2)Br","P126544573","0","decoy"
"CN(CC(=O)Nc1ccc(cc1)N2CCOCC2)C(=O)CCNC(=O)c3ccccc3OC","P132207676","0","decoy"
"CC(=O)c1cccc(c1)NC(=O)c2c(c3cccc(c3s2)[N+](=O)[O-])Cl","P06868648","0","decoy"
"Cc1ccc(c(c1)[N+](=O)[O-])NC(=O)[C@H](C)Oc2ccc(cc2)Br","P07014171","0","decoy"
"c1cc(cc(c1)C(F)(F)F)c2ccc(o2)C(=O)Nc3ccc(cc3)[N+](=O)[O-]","P07309907","0","decoy"
"c1cc(c(c(c1)Cl)/C=C(\C#N)/C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-])Cl","P07377776","0","decoy"
"COc1cccc(c1C(=O)Nc2cccc3c2C(=O)c4ccccc4C3=O)OC","P08214030","0","decoy"
"CC(C)(C)c1ccc2c(c1)O[C@H](CO2)C(=O)N/N=C\c3ccc(o3)Br","P08409141","0","decoy"
"Cc1ccc(c(c1)c2csc(n2)NC(=O)/C=C/c3cccc(c3)[N+](=O)[O-])C","P09236091","0","decoy"
"CCc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nn4c(nnc4s3)CC","P10406462","0","decoy"
"c1ccc(c(c1)N2CCC(CC2)C(=O)Nc3ccc(cc3)Br)[N+](=O)[O-]","P12437617","0","decoy"
"c1ccc2c(c1)cc(o2)C(=O)NC[C@H]3CN(C(=O)O3)c4ccc(c(c4)Cl)Cl","P13960996","0","decoy"
"COc1ccccc1C(=O)Nc2c3ccccc3oc2C(=O)N4CCCCCC4","P14196163","0","decoy"
"c1ccc(c(c1)c2ccc(o2)/C=N/NC(=O)[C@@H]3COc4ccccc4O3)Cl","P14884440","0","decoy"
"Cc1ccc(c2c1nc(s2)NC(=O)/C=C\c3ccc(cc3)[N+](=O)[O-])Cl","P17776113","0","decoy"
"c1ccc2c(c1)CCCN2C(=S)NC(=O)c3ccc(c(c3)[N+](=O)[O-])Cl","P18370884","0","decoy"
"Cc1cc(c(o1)C)c2cc(c3cnn(c3n2)C(C)C)C(=O)Nc4ccccc4Cl","P18556030","0","decoy"
"Cc1ccc(c(c1)S(=O)(=O)Nc2ccccc2c3nnc4n3CCCCC4)C","P18802982","0","decoy"
"c1ccc2c(c1)OC[C@H](O2)C(=O)N/N=C\c3ccc(o3)c4ccc(cc4)Cl","P20970705","0","decoy"
"COc1ccc(c2c1[C@@H]3C=CC[C@@H]3[C@@H](N2)c4ccc(c(c4)[N+](=O)[O-])Cl)OC","P22126071","0","decoy"
"COC(=O)c1ccc(cc1)[C@@H]2[C@@H]3CC=C[C@@H]3c4c(ccc(c4N2)Cl)[N+](=O)[O-]","P23103673","0","decoy"
"c1cc(c(cc1NC(=O)c2ccc(cc2[N+](=O)[O-])Cl)Cl)OC(F)F","P23953115","0","decoy"
"c1cc(c(cc1NC(=O)c2cc(ccc2Cl)[N+](=O)[O-])Cl)OC(F)F","P24182445","0","decoy"
"CCOc1ccc2c(c1)sc(n2)NC(=O)c3cc4c(c(c3)Cl)OCO4","P27252348","0","decoy"
"COc1ccc(c2c1[C@H]3C=CC[C@@H]3[C@H](N2)c4cc(ccc4Cl)[N+](=O)[O-])OC","P30910211","0","decoy"
"COc1ccc(c2c1[C@@H]3C=CC[C@H]3[C@H](N2)c4cc(ccc4Cl)[N+](=O)[O-])OC","P30910216","0","decoy"
"C[C@H]1c2cccn2-c3ccccc3CN1C(=O)Nc4cc(c(cc4OC)OC)Cl","P32579264","0","decoy"
"c1cc(cc(c1)Br)NC(=O)C(=Cc2cc(ccc2Cl)[N+](=O)[O-])C#N","P32950191","0","decoy"
"Cc1cccc(c1)[C@H]2C(=C(N(C(=S)N2)c3ccc4c(c3)OCCO4)C)C(=O)OC","P36756932","0","decoy"
"c1ccc(cc1)c2nc3ccccc3c(n2)NCc4ccc(nc4)n5cccn5","P36850103","0","decoy"
"c1ccc(c(c1)c2nc(no2)c3ccc(cc3)F)C(=O)Nc4ccc(cc4)C#N","P48788278","0","decoy"
