"molecule structure","name","activity","type"
"CN(C)[C@H]1CC[C@@](C1)(C(=O)N)N","P135624717","0","decoy"
"c1cn(cn1)[C@H]2CC[C@@](C2)(C(=O)N)N","P135624827","0","decoy"
"CC1(CCCC[C@@H]1NC(=O)NN)C","P135988518","0","decoy"
"CC1(CCC[C@H]1N/C(=N/O)/N)C","P135988647","0","decoy"
"CC1(C[C@@](C(O1)(C)C)(C(=O)N)N)C","P136068065","0","decoy"
"Cc1ccc(c(c1)NC(=O)[C@@H](C)N)O","P136262073","0","decoy"
"CC1(CCCC1)C(=O)NNC(=O)N","P136629892","0","decoy"
"c1cc(c(cc1C(=O)[O-])O)C[NH3+]","P150534686","0","decoy"
"c1cc(c(c(c1)O)C(=O)N)C(=O)N","P150547596","0","decoy"
"c1c(cc(=O)[nH]c1C[NH3+])[O-]","P150643525","0","decoy"
"[H]/N=C/1\[C@@H]([C@H](NC(=O)N1)O)F","P151021416","0","decoy"
"[H]/N=c/1\[nH]n(/c(=N/N)/s1)C","P151023465","0","decoy"
"C1CN(CCN(C1)N)N","P151025961","0","decoy"
"C([C@@H]1[C@H]([C@@H]([C@H](O1)/C=N/O)O)O)O","P151874930","0","decoy"
"CS/C(=C(\C#N)/C(=O)N)/N","P151984142","0","decoy"
"C1C[C@@H](OC1)[C@@H](C(=O)N)N","P156180100","0","decoy"
"c1cc(ccc1CN)S(=O)(=O)N","P156190131","0","decoy"
"c1cc(cc(c1)/C(=N\O)/N)/C=N/O","P156197193","0","decoy"
"C1CC(=O)NC(=S)NC(=O)C1","P10674555","0","decoy"
"c1c2c(cc(c1O)O)C(=O)OC2","P20464336","0","decoy"
"C1CCCC2(CC1)C(=O)NC(=O)N2","P23840644","0","decoy"
"c1ccc(cc1)NC(=O)CNC=O","P24007805","0","decoy"
"c1ccc2c(c1)C[C@@H](O2)C(=O)NO","P28828703","0","decoy"
"Cc1ccoc1C(=O)NO","P28873499","0","decoy"
"C1C[C@@H](N(C1)CC#N)C(=O)N","P30263566","0","decoy"
"CC(C)OC(=O)[C@@H]1C[C@@H](CN1)O","P54738861","0","decoy"
"C#CCNC(=O)[C@@H]1C[C@@H]1C(=O)O","P55709683","0","decoy"
"C1CC1NC(=O)[C@@H]2C[C@@H]2C(=O)O","P55709792","0","decoy"
"C#CCNC(=O)c1c(ccc[nH+]1)[O-]","P56156967","0","decoy"
"C=CCNC(=O)c1c(ccc[nH+]1)[O-]","P56156970","0","decoy"
"c1csn(c1=O)C(=O)N","P59184931","0","decoy"
"C[C@H]1C[C@](CO1)(C)OC(=O)N","P59226122","0","decoy"
"CC(C)/C(=N\OC)/C(=N\N)/C","P59287211","0","decoy"
"CCO[C@@H]1CCCN(C1)C(=O)N","P64028897","0","decoy"
"Cn1c2cc(ccc2[nH]c1=O)O","P68163510","0","decoy"
"C[C@@H](C#N)NC(=O)NC1CC1","P81941646","0","decoy"
"C1CCN(C(=O)C1)C(=O)N","P90043417","0","decoy"
"C[C@H](C(=O)N)N1CCCOCC1","P91450424","0","decoy"
"C[C@@H]1CN(CCCO1)C(=O)N","P94894621","0","decoy"
"c1c[nH]c(=NC(=O)C2CCC2)[nH]1","P108127470","0","decoy"
"C[C@H]1C[C@H]1C(=O)N=c2[nH]cc[nH]2","P108127522","0","decoy"
"C[C@@]1(CCCN1)C(=O)NCC#N","P108937154","0","decoy"
"[H]/N=C\1/C2(CCCC2)N(C(=O)N1)C","P114977737","0","decoy"
"c1cc(oc1)[C@H]2C(=O)NCCN2","P117594404","0","decoy"
"Cc1[nH]c2c([nH+]1)CCC[C@@H]2C(=O)[O-]","P118653057","0","decoy"
"CC1([C@@H]([C@H]1C(=O)O)C(=O)NC)C","P129629386","0","decoy"
"CC1([C@H]([C@H]1C(=O)O)C(=O)NC)C","P129629388","0","decoy"
"CCC[C@@H]1C(=O)NCCC(=O)N1","P129686358","0","decoy"
"CC(C)OC(=O)[C@@]1(CCOC1)N","P129688943","0","decoy"
"C[C@@]1(CCC[NH2+]1)/C(=N/OC)/[O-]","P129929621","0","decoy"
"C[C@]1(CCC[NH2+]1)/C(=N/OC)/[O-]","P129929622","0","decoy"
"CCCNC(=O)[C@@H]1COCCN1","P131208083","0","decoy"
"COC(=O)N1CC(C1)(C2CC2)N","P132042547","0","decoy"
"C1C[C@H](OC1)CCC(=O)NO","P133318823","0","decoy"
"C1CCN(CC1)C(=O)C[C@@H](C#N)N","P134034690","0","decoy"
"CN(C)C(=O)NCC1CC(C1)O","P134630541","0","decoy"
"C[C@@H]1[C@H](CCN1)C(=O)NCC#N","P135102263","0","decoy"
"C[C@H]1[C@H](CCN1)C(=O)NOC","P135102334","0","decoy"
"C[C@H]1C(N(C(N1O)(C)C)O)(C)C","P135963168","0","decoy"
"[H]/N=C/1\[C@](N(C(=O)N1)CC)(C)C2CC2","P136209777","0","decoy"
"[H]/N=C\1/[C@@H](N(C(=O)N1)CC)C2CCC2","P136997269","0","decoy"
"c1c[nH+]ccc1/C=C(\C(=O)[O-])/O","P141727410","0","decoy"
"C1Cc2c([nH]n(c2=O)CCO)C1","P143325079","0","decoy"
"C[C@H](CO)N(C(=O)O)C(C)(C)C","P149046956","0","decoy"
"C[C@]1(CC[C@](N1C)(C)C(=O)N)C#N","P151027465","0","decoy"
"CC[C@@H]1[C@@H](OCC[NH2+]1)C(=O)[O-]","P151052698","0","decoy"
"CC(C)c1cc(=O)n([nH]1)CCO","P153714909","0","decoy"
"c1[nH]c(=O)c(c([nH+]1)[O-])Cl","P156448295","0","decoy"
"C#C/C=N/NC(=O)N","P06379833","0","decoy"
"C(CNC(=O)N)C#N","P06708473","0","decoy"
"[C@H]1(C(C(=O)NC(=O)N1)(F)F)O","P07499278","0","decoy"
"C[C@@H]1[C@H](C[C@@H]([C@@H](O1)O)O)O","P10145198","0","decoy"
"c1cc(oc1)CNC(=O)N","P23870031","0","decoy"
"C1N(CN(CN1O)O)O","P24135333","0","decoy"
"CC/C(=C/C)/C(=O)NC(=O)N","P24909273","0","decoy"
"C1C[C@@H](OC1)C/C(=N/O)/N","P28673989","0","decoy"
"CO[C@@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O","P32825170","0","decoy"
"C[C@H]([C@@H]1C(=O)NC(=S)N1)O","P50157344","0","decoy"
"C1C[NH2+]CCC1(CC(=O)[O-])O","P51325017","0","decoy"
"CCN(C)C(=O)NN","P55124085","0","decoy"
"C1NC(=O)NCN1CCO","P56766498","0","decoy"
"C1[C@H](CN([C@@H]1C(=O)N)N=O)O","P59185941","0","decoy"
"C1COC2(N1)CNNC2","P59227777","0","decoy"
"[H]/N=C\1/N(CCO1)N","P59266052","0","decoy"
"C(c1nnc(o1)[S-])[NH3+]","P62015341","0","decoy"
"CC(C)(C(O)O)NC=O","P89471713","0","decoy"
"C1CCN(CC1)NC(=O)CN","P89706016","0","decoy"
"[C@H]1(C(=O)ON1)C(=O)N","P90971329","0","decoy"
"CN1CC[C@@](C1)(c2[n-]nnn2)[NH3+]","P95110106","0","decoy"
"C1[C@@H](NCS1)C(=O)NO","P107204890","0","decoy"
"C1[C@H](NCS1)C(=O)NO","P107204897","0","decoy"
"CO[C@H]1C[C@H](NC1)C(=O)NO","P107223394","0","decoy"
"C[C@@]1(CCCN1)C(=O)NO","P108937526","0","decoy"
"C1C=N[C@](S1)(C(=O)[O-])[NH3+]","P110840273","0","decoy"
"C1C[NH2+][C@@H]([C@@H]1O)CC(=O)[O-]","P117751975","0","decoy"
"C1CN(CCN1)OC(=O)N","P126680353","0","decoy"
"C1C[C@H]([NH+](C1)/C=C/[O-])C(=O)N","P128496413","0","decoy"
"C1C[C@@H](COC1)[C@@H](C(=O)N)O","P129054942","0","decoy"
"C1C[C@H](COC1)[C@H](C(=O)N)O","P129054945","0","decoy"
"C1COC[C@@]1(CC(=O)[O-])[NH3+]","P129358720","0","decoy"
"CCNC(=O)[C@]1(CCOC1)N","P129692597","0","decoy"
"C[C@@H](C(=O)C)NC(=O)N","P129973817","0","decoy"
"C[C@H]1CN(CCN1)C(=O)N","P131109156","0","decoy"
"c1cc(oc1)[C@H](C(=O)N)O","P131354042","0","decoy"
"C1CC(=O)NC[C@H]1NC2CNC2","P132109487","0","decoy"
"C1C(CN1C(=O)N)CO","P133002826","0","decoy"
"CN[C@H]1COC[C@H]1C(=O)N","P133639103","0","decoy"
"CC(C)[C@@H](/C(=N/C#N)/[O-])[NH3+]","P134782082","0","decoy"
"C1CN(CC[NH2+]1)/C=C\C(=O)O","P136057066","0","decoy"
"[H]/N=C/1\[C@]2(CCOC2)NC(=O)N1","P136208427","0","decoy"
"[H]/N=C/1\[C@]2(CCCOC2)NC(=O)N1","P136208555","0","decoy"
"Cn1c(ccn1)C2(CC(C2)[NH3+])[O-]","P137105776","0","decoy"
"C1[C@H]2[C@H]([C@@H](O1)[C@H]([C@@H](O2)O)O)O","P138372129","0","decoy"
"[H]/N=C/1\CCNC(=O)N1","P141664040","0","decoy"
"COC(=O)[C@@H]1C[C@H](CN1)N","P149075242","0","decoy"
"C[C@H]1[C@H](NC(=O)NC1=O)O","P151983291","0","decoy"
"C1CNC[C@H]([NH2+]1)/C=C/C(=O)[O-]","P151984326","0","decoy"
"CN(C)/C(=N/O)/N","P155946106","0","decoy"
"CC/C(=N\NC(=O)N)/C","P20551072","0","decoy"
"C/C=C/C=N/NC(=O)N","P24243204","0","decoy"
"CC(C)/C=N/NC(=O)N","P24249326","0","decoy"
"C(CCl)C(=O)NC(=O)N","P24318520","0","decoy"
"C[C@H]1CCCCN1C(=O)NN","P51916445","0","decoy"
"c1cc(n(c1)C2CC2)C(=O)NN","P54772719","0","decoy"
"CCN(C(C)C)C(=O)NN","P55128515","0","decoy"
"CC/C(=C\C)/C(=O)NC(=O)N","P56550642","0","decoy"
"C[C@H]1CNC[C@@]1(C(=O)OC)N","P59178854","0","decoy"
"C[C@H]1CN(C(=O)N1)C(=O)N","P59184753","0","decoy"
"C[C@@H]1CC(=[NH+]C[C@H]1C(=O)[O-])N","P59187117","0","decoy"
"c1cc(c2c(c1O)CC(=O)N2)O","P59258922","0","decoy"
"CC[C@@]1(C[C@](N(N1)C)(C)O)O","P59283248","0","decoy"
"CO[C@@H]1C[C@H](NC1)C(=O)N","P61699507","0","decoy"
"c1cc(c(=O)[nH]c1CO)O","P68979660","0","decoy"
"CO[C@@H]1CCC[C@H]1NC(=O)N","P75337552","0","decoy"
"CCc1ccc(o1)/C(=N/O)/N","P77486809","0","decoy"
"CC[C@]1(CC[NH2+]C1)C(=O)N[O-]","P92124051","0","decoy"
"C[C@@H](C(=O)N)N1CC[C@@H](C1)O","P94526039","0","decoy"
"C1CNCc2c1c(n[nH]2)O","P101623589","0","decoy"
"C[C@@H]1CN(C[C@H](N1)C)C(=O)N","P107221164","0","decoy"
"CC(C)CC(=O)NC(=O)N","P107919640","0","decoy"
"C1COC[C@@H]1/C=N/NC(=O)N","P108190681","0","decoy"
"CCN1CCC[C@@H]1/C(=N/O)/N","P109015587","0","decoy"
"c1cc(c(c(c1C#N)O)O)O","P110574908","0","decoy"
"C1COCCC1(CC(=O)[O-])[NH3+]","P111922037","0","decoy"
"C1CC[C@@H](NCC1)C(=O)NO","P126500770","0","decoy"
"C1CC[C@H]([NH2+]CC1)C(=O)N[O-]","P126500777","0","decoy"
"Cn1cccc1/C=N\NC(=O)N","P130262368","0","decoy"
"C[C@H]1CCC[C@@]1(c2n[n-]nn2)[NH3+]","P130426553","0","decoy"
"C\1COC/C1=N\NC(=S)N","P130748316","0","decoy"
"C[C@H]1C[C@@H]1c2nc([n-]n2)C[NH3+]","P131108494","0","decoy"
"C1C[NH2+]Cc2c1c(=O)nc([nH]2)[O-]","P131804439","0","decoy"
"CCC1(CN(C1)C(=O)N)O","P131983570","0","decoy"
"CN(CC1CC(C1)O)C(=O)N","P132163045","0","decoy"
"CC(C)(/C(=N/n1cccc1)/[O-])[NH3+]","P134404040","0","decoy"
"C[C@@H]1CN(C[C@H]1C)C(=O)NN","P134681594","0","decoy"
"CC[C@@](C)(C(=O)NC#N)N","P135883937","0","decoy"
"[H]/N=C\1/[C@](NC(=O)N1)(C)C2CC2","P136161320","0","decoy"
"[H]/N=C/1\[C@@H](NC(=O)N1)CC","P136171938","0","decoy"
"[H]/N=C\1/[C@@](NC(=O)N1)(C)COC","P136186867","0","decoy"
"[H]/N=C/1\[C@@]2(CCN(C2)C)NC(=O)N1","P136208417","0","decoy"
"CC1(CC1)[C@](C)(c2[n-]nnn2)[NH3+]","P136697030","0","decoy"
"C1[C@H]2[C@@H]1CC(C2)C(=O)NC(=O)N","P136967782","0","decoy"
"[H]/N=C/1\[C@@H](NC(=O)N1)C2CCC2","P137001643","0","decoy"
"C1CC(C1)(/C(=N/C#N)/[O-])[NH3+]","P137711893","0","decoy"
"[H]/N=C\1/[C@H](NC(=O)N1)[C@H]2CCOC2","P148142296","0","decoy"
"c1cc2c(c(c1)[O-])[nH]c([nH+]2)CO","P151024381","0","decoy"
"Cc1c(c(=O)[nH]c(=O)[nH]1)/C=N/O","P153401169","0","decoy"
"c1c(c(=O)[nH][nH]1)/C=N\O","P155702000","0","decoy"
"C[C@@H](C(=C(C#N)C#N)C)O","P06003582","0","decoy"
"C1CO[C@@H]2[C@]1(C=CC(=O)C2)O","P07587628","0","decoy"
"CN(CCO)C=O","P08504266","0","decoy"
"C[C@@H](C[N+](=O)[O-])O","P24017263","0","decoy"
"c1cc(c(=O)ccc1N=O)O","P24223614","0","decoy"
"C1COC[C@@H]2[C@@H]1OCCN2","P35877913","0","decoy"
"COC(=O)[C@H]1COCCN1","P39640809","0","decoy"
"C[C@H]1OC[C@H]([C@H](O1)C=O)O","P46161706","0","decoy"
"C=CN(CO)C=O","P49789127","0","decoy"
"CCCN1CC(=O)NC1=O","P49790915","0","decoy"
"C=CC(=O)NC1(CCC1)C#N","P54000040","0","decoy"
"C1COC(=O)C[C@]1(CF)O","P56622682","0","decoy"
"COC(=O)NCC#C","P57668922","0","decoy"
"C[C@@]1([C@H](OCCO1)O)OC","P59177909","0","decoy"
"C[C@]12[C@H](COC1=O)CON2","P59196627","0","decoy"
"C#CCN1CC(=O)NC(=O)C1","P59206719","0","decoy"
"C[NH+](C)/C=C(\CC#N)/C#N","P59212462","0","decoy"
"C[C@@]12C[C@@H]1C(=O)NC2=O","P59226569","0","decoy"
"C#CCNC(=O)[C@@H]1CCCO1","P63099569","0","decoy"
"CCNC(=O)[C@H](C)C#N","P67567813","0","decoy"
"c1(=O)n(c(=O)ss1)O","P68979214","0","decoy"
"CCN[C@H]1CCN(C1=O)C","P74164407","0","decoy"
"C1CO[C@H](CO1)CNC#N","P79172207","0","decoy"
"COC(=O)[C@H]1CCN1","P90796443","0","decoy"
"C1[C@@H]2CN=N[C@]2(CN1)C#N","P91022784","0","decoy"
"CCO[C@H]1CNCCO1","P91157398","0","decoy"
"C=CCC(=O)N1CCNCC1","P93108836","0","decoy"
"C1CC2(C1)CC(=O)NC(=O)C2","P96601169","0","decoy"
"C[C@@]1(CCS(=O)(=O)C1)O","P96628060","0","decoy"
"C1CC2(C1)OC[C@H](O2)CO","P101968359","0","decoy"
"C1CC1N2C[C@@H](CC2=O)O","P107841303","0","decoy"
"CN[C@@]1(CCCOC1)C#N","P107914163","0","decoy"
"CC(=O)NC1CCOCC1","P108252769","0","decoy"
"C1[C@@H]2CN[C@H]1CS2(=O)=O","P112176413","0","decoy"
"CC(=O)N/C=C\C=O","P117564743","0","decoy"
"C1[C@H](C1=O)CC(=O)O","P119454707","0","decoy"
"CCC(=O)NC=O","P124417530","0","decoy"
"C1COC[C@@]12CC(=O)N2","P129358273","0","decoy"
"C1COC[C@]12COCCN2","P129487559","0","decoy"
"CC(=O)O[C@@H]1C[C@H](C=C1)O","P130143864","0","decoy"
"C1COC[C@]12COC(=O)N2","P131360193","0","decoy"
"COC(=O)[C@@H](C#C)O","P132027675","0","decoy"
"CN1CCNC[C@H]1C#N","P134347742","0","decoy"
"C1COC[C@H]1[C@H](CC#N)O","P134447743","0","decoy"
"C[C@@H]1[C@@H](CCO1)C(=O)NC#N","P135798918","0","decoy"
"C1COC[C@H]1NC=O","P137306248","0","decoy"
"CN1CC[C@@]2(C1)CC(=O)N2","P149071374","0","decoy"
"C1CO[C@@H]1[C@H]2CNCCO2","P149094758","0","decoy"
"[H]/N=C(/C)\C[N+](=O)[O-]","P149967630","0","decoy"
"C1CS(=O)(=O)C12CNC2","P150372577","0","decoy"
"C1CC(CCC1CC(=O)[O-])[NH3+]","P09106717","0","decoy"
"C1[C@H]([C@H](O[C@H]1O)CO)O","P20855006","0","decoy"
"C1C[C@@H]2C[C@H]1[C@@H]([C@@H]2O)C(=O)N","P24191879","0","decoy"
"C1COCCC1(C[NH3+])C(=O)[O-]","P25191494","0","decoy"
"C1CNC(=O)[C@H](N1)CO","P30507017","0","decoy"
"C[C@@H]1CCC[C@@H](C1(C(=O)[O-])[NH3+])C","P39640770","0","decoy"
"CC1CCN(CC1)CC(=O)NN","P40307981","0","decoy"
"C[C@H](/C(=N/O)/N)N1CCOCC1","P49488946","0","decoy"
"C[C@H]1C[C@@H]([C@@H](C1)[NH3+])C(=O)[O-]","P51370140","0","decoy"
"C[C@H](C(=O)N1CCC[C@@H](C1)O)N","P52893159","0","decoy"
"C[C@@H]1CN([C@H](CO1)C)C(=O)NN","P53118004","0","decoy"
"C1C[C@@H](OC1)C(=O)N[C@@H]2C[C@@H]2N","P53838947","0","decoy"
"C1CC(C1)C(=O)N[C@@H]2C[C@H]2N","P53844184","0","decoy"
"C1C[C@H]2C[C@@H]1C[C@@H]2CC(=O)NN","P54993744","0","decoy"
"[C@H](C(=C(F)F)F)(C(=O)[O-])[NH3+]","P59176570","0","decoy"
"C[C@H]1CCC[C@]1(C(=O)N)N","P59189209","0","decoy"
"C1C2(C1(C2)C(=O)O)C(=O)N","P59189795","0","decoy"
"C[C@H](C#C)[C@@](C)(C(=O)[O-])[NH3+]","P59196631","0","decoy"
"C[C@H](/C(=N/CC#N)/[O-])[NH3+]","P62045751","0","decoy"
"CN(C[C@H]1CCCO1)C(=O)NN","P64228181","0","decoy"
"C[C@H](/C(=N/[C@@H]1CC[NH+](C1)C)/[O-])N","P64253528","0","decoy"
"C[C@H]1[C@@H]([C@H](CN1)O)O","P68352726","0","decoy"
"C1CC(C1)NC(=O)CN","P78173677","0","decoy"
"C[C@H]1CN([C@@H](CO1)C)/C(=N/O)/N","P79173437","0","decoy"
"CN1CCN([C@H](C1)C(=O)NN)C","P80606699","0","decoy"
"C1CN(C[C@H]1C(=O)[O-])C(=O)C[NH3+]","P95345629","0","decoy"
"C[C@@H]1CN[C@@H](CN1)CO","P95995914","0","decoy"
"CCNC(=O)[C@H]1CN[C@H](CN1)C","P96396501","0","decoy"
"C1C[C@@H]2[C@H]([C@H](C[C@H]1[NH2+]2)O)C(=O)[O-]","P101149041","0","decoy"
"C1CSC[C@@H](N1)C(=O)N","P102003146","0","decoy"
"C1CO[C@@H](CN1)C(=O)NO","P107223300","0","decoy"
"CC1(CCC[C@@](C1)(C(=O)[O-])[NH3+])C","P109047699","0","decoy"
"CC(C)[NH+]1C[C@@H](C[C@@H]1[O-])C(=O)N","P110132829","0","decoy"
"C[C@@H]1CC[C@H]([C@@H]1C(=O)[O-])[NH3+]","P112299114","0","decoy"
"C1COC[C@@H]([C@@H]1O)N","P128783819","0","decoy"
"C[C@@H]1CN[C@H](CN1CC(=O)N)C","P129933576","0","decoy"
"C1C[C@@H]([C@@H](C1)NC=O)C(=S)N","P129971863","0","decoy"
"CCC1(CC(C1)[NH3+])C(=O)[O-]","P130258174","0","decoy"
"CC(C)NC(=O)[C@H]1COC[C@@H]1N","P133628255","0","decoy"
"C[C@H]1CC[C@@]1(C[NH3+])C(=O)[O-]","P134036746","0","decoy"
"CN(C)C(=O)N(C)C/C(=N/O)/N","P134585342","0","decoy"
"CCNC(=O)[C@@H]1C[C@@H](C=C1)N","P134833253","0","decoy"
"C1C[C@@H](CN(C1)/C=C\C(=O)[O-])[NH3+]","P136022669","0","decoy"
"C[C@H]1C[C@](CS1)(C(=O)N)O","P136083380","0","decoy"
"C[C@@H]1C[C@@H](CN(C1)CC(=O)[O-])[NH3+]","P136234683","0","decoy"
"CC1(CCN(C1)CC(=O)NN)C","P136542944","0","decoy"
"C[C@@H]1CCS[C@H](N1)CC(=O)N","P137032418","0","decoy"
"C=C1CC[C@]1(C(=O)[O-])[NH3+]","P141663682","0","decoy"
"C1C[C@@H]2[C@@H](CCN2)N(C1)N","P151021840","0","decoy"
"C[C@@H]1CCCC[C@@H]1[C@@H](C(=O)[O-])[NH3+]","P155913062","0","decoy"
"C1[C@@H]([C@@H]([C@@H]([C@@H](O1)NNC(=S)N)O)O)O","P06162918","0","decoy"
"C1[C@@H]([C@H]([C@@H]([C@@H](O1)NNC(=S)N)O)O)O","P06162920","0","decoy"
"C[C@H](C[C@@H](CC(=O)[O-])[NH3+])[NH3+]","P07321143","0","decoy"
"C1[C@H]([C@H]([C@@H]([C@@H](O1)O)[NH3+])O)O","P08236010","0","decoy"
"C([C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)NC(=O)N)O)O)O","P20907931","0","decoy"
"C([C@@H]1[C@H]([C@@H]([C@@H]([NH2+]1)CO)O)O)O","P22653079","0","decoy"
"[C@H]1([C@@H]([C@@H](O[C@]([C@H]1O)(C(=O)N)O)O)O)O","P24436238","0","decoy"
"C1C[C@-](C[NH2+]C1)C(=[NH2+])N","P39653446","0","decoy"
"C(C(=O)[O-])[NH2+]/C(=C/N)/N","P41608181","0","decoy"
"C[C@](C[NH3+])(C(=O)[O-])[NH3+]","P51537074","0","decoy"
"C1C[C@H]([NH2+][C@H]1C(=O)N)C(=O)N","P53393091","0","decoy"
"CC(C)C[C@@](C[NH3+])(C(=O)[O-])[NH3+]","P57871578","0","decoy"
"CC(C)C[C@](C[NH3+])(C(=O)[O-])[NH3+]","P59176992","0","decoy"
"CC(C)(C)[C@@H](C(=O)NCC[NH3+])N","P62297163","0","decoy"
"C[C@H](/C(=N/O)/N)C(=O)N[C@@H](C)C(=O)N","P67642595","0","decoy"
"C1C[C@H](C(=O)NC1)NC(=O)[C@H](CC(=O)N)N","P75387699","0","decoy"
"C[C@@H]1CC[C@@H](C[C@@H]1[NH3+])C(=O)N[C@@H](C)C(=O)N","P83044258","0","decoy"
"C([C@@H]([C@H]([C@@H](/C(=C/[O-])/[NH3+])O)O)O)O","P85528058","0","decoy"
"CNC(=S)NN[C@@H]1[C@@H]([C@@H]([C@@H](CO1)O)O)O","P90279768","0","decoy"
"C[C@@H](C(=O)N)NC(=O)[C@@H]1CCC[C@@H](C1)[NH3+]","P93434937","0","decoy"
"CC(=O)N[C@@H]1[C@H]([C@@H]([C@@H](O[C@@H]1N)CO)O)O","P95487929","0","decoy"
"CC(C)(C[NH3+])NC(=O)N","P96765871","0","decoy"
"C(CC[NH3+])C/C(=N/O)/N","P108902473","0","decoy"
"C[C@@H](/C(=N/O)/N)[NH2+][C@@H]1CCCC[C@@H]1O","P108909526","0","decoy"
"C1CCCC(CCC1)(C[NH3+])NC(=O)N","P108944433","0","decoy"
"C[C@H]1CCC[C@@](C1)(C(=O)NCCC[NH3+])N","P109438385","0","decoy"
"CC(C)([C@H](C(=O)[O-])[NH3+])[NH3+]","P117554789","0","decoy"
