"molecule structure","name","activity","type"
"[H]/N=C/1\[C@@H](NC(=O)N1)CC(C)C","P136172723","0","decoy"
"[H]/N=C\1/[C@@]2(CCN(C2)C)NC(=O)N1","P136187106","0","decoy"
"[H]/N=C\1/[C@]2(CCCOC2)NC(=O)N1","P136187313","0","decoy"
"[H]/N=C\1/[C@@H](NC(=O)N1)[C@@H]2CCOC2","P136208231","0","decoy"
"[H]/N=C/1\[C@]2(CCCOC2)NC(=O)N1","P136208555","0","decoy"
"c1cc(oc1)[C@@H](c2cn[n-]n2)[NH3+]","P137017646","0","decoy"
"c1cc(oc1)[C@H](c2cn[n-]n2)[NH3+]","P137017648","0","decoy"
"C1C[C@H]2[C@@H](C[C@@H]1O2)NC(=O)N","P137159987","0","decoy"
"[H]/N=C/Nc1c(ccc[nH+]1)[O-]","P151024286","0","decoy"
"c1cc(c(c2c1[nH+]c[nH]2)[O-])O","P151024354","0","decoy"
"[H]/N=C\1/CC(=NN1C(=O)N)C","P151028160","0","decoy"
"C[C@]1(CCON=C1[O-])[NH3+]","P151033173","0","decoy"
"C[C@H](CO)NC(=O)NC","P153029743","0","decoy"
"C1=C/C(=C/NO)/C(=CC1=O)O","P155774521","0","decoy"
"C1CCN(CC1)/C(=N/O)/N","P155841029","0","decoy"
"C1[C@H]([C@@H]([C@@H]([C@H]1[NH3+])O)O)CO","P05621203","0","decoy"
"C[C@H]([C@H](C(=O)N)[NH3+])O","P06850086","0","decoy"
"C1[C@H]([C@@H]([C@@H]([C@@H]1[NH3+])O)O)CO","P07497363","0","decoy"
"C1[C@@H]([C@H]([C@@H]([C@H]1[NH3+])O)O)CO","P25485764","0","decoy"
"C1CC[C@@H]([C@H](C1)C(=O)NN)[NH3+]","P59287310","0","decoy"
"C1CC(CCC1C(=O)NCCN)[NH3+]","P62005643","0","decoy"
"C[C@@H]1CC[C@@H](CN1C(=[NH2+])N)C(=O)N","P64169147","0","decoy"
"C1CN(CCC1CC(=O)N)C(=[NH2+])N","P64169151","0","decoy"
"C1CC[C@@H]([C@@H](C1)NC(=[NH2+])N)O","P77886738","0","decoy"
"CC1CCC(CC1)(CO)NC(=[NH2+])N","P79647323","0","decoy"
"CC[C@H](/C(=N/O)/N)[NH3+]","P108902482","0","decoy"
"CCNC(=O)N[C@H](C)C(=[NH2+])N","P109006999","0","decoy"
"C[C@H](C(=[NH2+])N)NC(=O)NC1CC1","P109007011","0","decoy"
"CCNC(=O)NCC(=[NH2+])N","P109007214","0","decoy"
"CC[C@](C)(C(=[NH2+])N)NC(=O)N","P109007524","0","decoy"
"C1CC1[C@H](C(=[NH2+])N)NC(=O)N","P109011981","0","decoy"
"C[C@@H]([C@@H](/C(=N/O)/O)[NH3+])O","P112221919","0","decoy"
"CC(C)(C)[C@H](C(=O)N)N[NH3+]","P117594918","0","decoy"
"C[C@@](CCC[NH3+])(N)O","P121991601","0","decoy"
"CC(C)[C@@H](C(=O)NC(=O)N)[NH3+]","P129010386","0","decoy"
"C[C@H]([C@H]1CCCO1)N/C(=[NH+]/N)/N","P129681270","0","decoy"
"C1CCC(CC1)(CO)N/C(=[NH+]\N)/N","P129681588","0","decoy"
"C1CC[C@@H]([C@H](C1)CN/C(=[NH+]\N)/N)O","P129738730","0","decoy"
"C1CN(CCC1[NH3+])C/C(=N/O)/N","P129922533","0","decoy"
"C1C[C@H](CC=C1)N/C(=[NH+]\N)/N","P131557109","0","decoy"
"CN(C)C(=O)CN/C(=[NH+]/N)/N","P132826030","0","decoy"
"C[C@H]1CCC[C@@H](C1)N/C(=[NH+]/N)/N","P132826043","0","decoy"
"C[C@H]1CCC[C@H](C1)N/C(=[NH+]/N)/N","P132826048","0","decoy"
"C1C[C@@H](C[C@H]1C(=O)NCC(=O)N)[NH3+]","P133035570","0","decoy"
"[H]/N=C(/NC(=[NH2+])N)\N1CCCCCC1","P133621473","0","decoy"
"C1C[C@@H](C[C@H]1C(=O)NC(=O)N)[NH3+]","P134782587","0","decoy"
"C1C[C@H]([C@@H](C1)[NH3+])C(=O)NC(=O)N","P134782635","0","decoy"
"C1[C@@H](C[NH2+][C@H]1C(=O)NC(=O)N)O","P134782687","0","decoy"
"C1C[C@@H]([C@H](C1)C(=O)NC(=O)N)C[NH3+]","P134782778","0","decoy"
"C1C[C@H](C[C@H]1[NH3+])NCC(=O)N","P135265592","0","decoy"
"C1C[C@@H](C[C@H]1N)[NH2+]CCN","P135289872","0","decoy"
"CN1CCC(CC1)(C(=[NH2+])N)N","P135363290","0","decoy"
"C1CO[C@H](CN1C(=O)N)C(=[NH2+])N","P135648622","0","decoy"
"CC1(CCC[C@@H]1N/C(=[NH+]/N)/N)C","P135988194","0","decoy"
"C1CCC(C1)NC(=O)NCC(=[NH2+])N","P136606442","0","decoy"
"C[C@H](C(=O)N)NC1CC(C1)[NH3+]","P137104234","0","decoy"
"C1C[C@H]2[C@@H](C[C@@H]1O2)N/C(=[NH+]/N)/N","P137317917","0","decoy"
"C1=C[C@@H]([C@@H]([C@@H]([C@H]1[NH3+])O)O)O","P151020785","0","decoy"
"C1[C@@H](C[C@H]([C@H]([C@@H]1[NH3+])O)O)O","P151025485","0","decoy"
"C[C@H]1[C@H]([C@@H]([C@H]([C@H]1O)O)O)[NH3+]","P151032918","0","decoy"
"C1[C@H]([C@H](CC1(C[NH3+])CO)O)O","P151391838","0","decoy"
"C1CC1N/C(=[NH+]\N)/N","P152612369","0","decoy"
"C[C@H](C/C(=N/O)/N)[NH3+]","P152625938","0","decoy"
"CC(C)(C)[C@H]([C@H](C(=O)N)O)[NH3+]","P155110579","0","decoy"
"C(=[NH2+])(N)N(N)N","P156251492","0","decoy"
"C1[C@H]([C@]1(C(=O)[O-])[NH3+])CO","P04819452","0","decoy"
"C1[C@H]([C@@H](CS1)O)NC(=O)N","P23886423","0","decoy"
"c1cc(c(cc1C[NH3+])C(=O)[O-])O","P24071195","0","decoy"
"C[C@@H]1[C@H]2CNC(=O)N[C@H]2NC(=O)N1","P24155541","0","decoy"
"C(/C(=N/C(=O)N)/N)(Cl)Cl","P24180736","0","decoy"
"C/C(=N\NC(=O)N)/C(C)(C)O","P24240664","0","decoy"
"C1CC[C@@H]([C@H]([C@@H]([C@@H](C1)O)O)O)O","P49788671","0","decoy"
"C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=O)NN","P51916469","0","decoy"
"c1cc(c(cc1C(=O)NN)O)[N+](=O)[O-]","P52025934","0","decoy"
"c1cc(c(cc1C(=O)NN)[N+](=O)[O-])O","P53484841","0","decoy"
"C[C@@H]1CCC[C@@H](C1)NC(=O)NN","P55398921","0","decoy"
"[H]/N=C(/N)\Nc1c(ccc[nH+]1)C","P59171232","0","decoy"
"C1C[C@H]([C@@H](NC1)C(=O)N)O","P59189263","0","decoy"
"CC(C)On1c(c(c2c1occ2)N)N","P59273005","0","decoy"
"C[C@H](C(=O)N[C@H]1CCC[C@H](C1)O)N","P64253460","0","decoy"
"CC1(CCCCC1)NC(=O)NN","P67889152","0","decoy"
"c1cc(ccc1[C@H](C(=O)N)O)O","P76310038","0","decoy"
"C[C@H]1C[C@H]1NC(=O)NN","P78273403","0","decoy"
"CC(C)(C)N/C(=N/O)/N","P79172745","0","decoy"
"CC(C)(C)C(=O)NNC(=O)N","P90009263","0","decoy"
"C[C@H](CN(C(=O)NC)N)O","P90832059","0","decoy"
"C[C@@H](c1ccsc1)NC(=O)NN","P93947832","0","decoy"
"Cc1cc(ccc1NC(=O)NN)OC","P94260767","0","decoy"
"C1CCC(CC1)(C(=O)NO)N","P107223365","0","decoy"
"CC(C)[C@@H]1C[C@](CCO1)(C(=O)N)N","P107730030","0","decoy"
"CCC(=O)NNC(=O)N","P107919697","0","decoy"
"c1ccc2c(c1)[C@@H](CO2)N/C(=N/O)/N","P108001464","0","decoy"
"C1C[C@@H](N(C1)C(=O)N)C(=S)N","P109008946","0","decoy"
"CC1(NNC(=[NH+]N1)[S-])C","P111223242","0","decoy"
"Cc1ccc(c(c1C)O)[C@@H](C(=O)[O-])[NH3+]","P112142068","0","decoy"
"c1ccc(c(c1)/C(=[NH+]\N)/N)[O-]","P118224946","0","decoy"
"C1COCCC1CNC(=O)NN","P128996790","0","decoy"
"CN(c1ccccc1CN)C(=O)N","P129144928","0","decoy"
"CC[C@H]1CCC[C@@H](C1)NC(=O)NN","P129488019","0","decoy"
"C1CCC(C1)/C=N/N=C(N)N","P130754868","0","decoy"
"CC(C)[C@H]1C/C(=N\N=C(N)N)/CCO1","P130754917","0","decoy"
"CC#CCN1CC[NH2+]C[C@H]1C(=O)N","P131452763","0","decoy"
"C/C(=N/N=C(N)N)/c1ccco1","P131664782","0","decoy"
"C1C[C@H](C[C@@H]1C(=O)N[O-])[NH3+]","P133055839","0","decoy"
"C1[C@@H](C=C[C@@H]1N)C(=O)NO","P134836611","0","decoy"
"[H]/N=C/1\[C@H](NC(=O)N1)CC(=O)NC","P136208459","0","decoy"
"C[C@H]1C[C@@H](CN(C1)C(=O)N)N","P136260037","0","decoy"
"C1CCC(C1)NC(=O)N[C@@H]2C[C@@H]2N","P136618838","0","decoy"
"C1COC[C@@H](N1)CC(=O)NC(=O)N","P136897612","0","decoy"
"c1ccc2c(c1)[C@H](CCN2)C(=O)NN","P137755480","0","decoy"
"[H]/N=C(\N)/NC1=NCCN1C","P151032491","0","decoy"
"Cc1c2c(n[nH]1)NC[C@@H](C2)N","P151250459","0","decoy"
"CC1=C/C(=N/N=C(N)N)/CC1","P152264608","0","decoy"
"Cc1cccc(c1C(=O)[O-])N[NH3+]","P152621411","0","decoy"
"c1ccc(cc1)C(=O)/N=C(\N)/NO","P156450664","0","decoy"
"C1[C@@H]([C@H](CO[C@H]1O)O)O","P08390249","0","decoy"
"C1[C@@H](C=CS1(=O)=O)NC(=S)N","P09577449","0","decoy"
"C1C[C@H]([NH2+]NC1)C(=O)[O-]","P28316096","0","decoy"
"CC1(O[C@@H]2[C@@H](O[C@H]([C@@H]2O1)N)CO)C","P32833212","0","decoy"
"CC1CCN(CC1)C(C)(C)C(=O)NN","P33491762","0","decoy"
"CC(=O)N1CCC[C@@H](C1)C(=O)NN","P43850240","0","decoy"
"C[C@@H]1CN(CCO1)C(=O)NN","P51916455","0","decoy"
"CC(C)[C@@H](C(=O)N1CCC[C@@H](C1)O)N","P52893162","0","decoy"
"C[C@H]1CN([C@@H](CO1)C)C(=O)NN","P53118001","0","decoy"
"CC[C@@H]1CCCN(C1)C(=O)NN","P53731179","0","decoy"
"CN(C1CCOCC1)C(=O)NN","P53976880","0","decoy"
"CC(=O)N1C[C@H](C[C@H]1CO)N","P59198805","0","decoy"
"CS(=O)(=O)[C@@H](C(=O)[O-])[NH3+]","P60589159","0","decoy"
"CN1CCC(CC1)(C#N)NC(=O)N","P61281466","0","decoy"
"C[C@@H](/C(=N/c1c(ccs1)C#N)/[O-])[NH3+]","P61362450","0","decoy"
"C1CS(=O)(=O)CCC1(CO)N","P74301782","0","decoy"
"C1CCO[C@H](C1)C(=O)N[C@@H]2C[C@@H]2N","P76326276","0","decoy"
"CC[C@H]1COCCN1/C(=N/O)/N","P79173498","0","decoy"
"C1C[C@H]2[C@H](C1)OCCN2/C(=N\O)/N","P79173919","0","decoy"
"C[C@H]1OC[C@H](O1)[C@@H](CN)O","P90563101","0","decoy"
"C[C@H]1CN(CCCO1)/C(=N/O)/N","P94938241","0","decoy"
"C1C[C@](CS(=O)(=O)C1)(C(=O)N)O","P105879035","0","decoy"
"CC[C@]1(C[C@@](CCO1)(C(=O)[O-])[NH3+])C","P107007207","0","decoy"
"CC[C@@]1(C[C@](CCO1)(C(=O)[O-])[NH3+])C","P107007208","0","decoy"
"C[C@@H]1CCN(C[C@@H]1[NH3+])CC(=O)[O-]","P107375654","0","decoy"
"C[C@H]1CC[NH+](C[C@@H]1N)CC(=O)[O-]","P107405414","0","decoy"
"CC1(C[C@@](CCO1)(C(=O)N)NC)C","P107730079","0","decoy"
"C1C[C@@H](COC1)C(=O)NC(=O)N","P107971104","0","decoy"
"CC1(O[C@H]2[C@@H](C[C@@H]([C@H]2O1)O)N)C","P111278486","0","decoy"
"C[C@@H]1CCCN([C@@H]1C)[C@@H](C)C(=O)NN","P128880369","0","decoy"
"C1CN(C[C@@H]1O)C(=O)[C@@]2(CCOC2)N","P129694981","0","decoy"
"CCN1CCC[C@](CC1)(C(=O)N)O","P130489237","0","decoy"
"C[C@@]1(CC[NH2+]C1)C(=O)NC2CC(C2)[O-]","P132137500","0","decoy"
"CC(C)(C(=O)N1CCCC1)NN","P132150445","0","decoy"
"CC(C)NC(=O)[C@H]1COC[C@@H]1N","P133628255","0","decoy"
"C#CCNC(=O)[C@@H]1COC[C@H]1N","P133629862","0","decoy"
"C1CC(C1)NC(=O)[C@H]2COC[C@@H]2N","P133633748","0","decoy"
"C[C@]1(COC[C@H]1N)C(=O)NCC#C","P133651182","0","decoy"
"C[C@H]1C[C@H]1NC(=O)[C@@]2(COC[C@@H]2N)C","P133654346","0","decoy"
"C1C[C@@](C[C@H]1N2CCOCC2)(CO)N","P135625956","0","decoy"
"C[C@@H]1[C@H](CCO1)C(=O)N[C@@H]2C[C@@H]2N","P135822850","0","decoy"
"C[C@@H]1CN(CC[C@@H]1[NH3+])[C@@H](C)C(=O)[O-]","P136004391","0","decoy"
"C1CN(C[C@@H]1[NH3+])/C=C\C(=O)[O-]","P136023713","0","decoy"
"C[C@@H]1C[C@@H](C[NH+](C1)[C@@H](C)C(=O)[O-])N","P136266612","0","decoy"
"CC(C)(C(=O)N[C@@H]1C[C@H]2CC[C@@H]1O2)N","P137315312","0","decoy"
"C1C[C@H](COC1)NC(=O)C2(CCC2)N","P137721766","0","decoy"
"C1CC(C1)(C(=O)NC2COC2)N","P137722453","0","decoy"
"C[C@@H]1CC[C@@H](O1)C(=O)NC(=O)N","P137848586","0","decoy"
"C1C(CO1)(C(=O)N)O","P150368952","0","decoy"
"CC1([C@H]2[C@@H]([C@@]1(C(=O)[O-])[NH3+])CCCO2)C","P151076806","0","decoy"
"C(C(=O)NC(=O)N)Cl","P23925466","0","decoy"
"C1N(CN(CN1O)O)O","P24135333","0","decoy"
"CO[C@@H]1[C@H]([C@@H]([C@@H](O1)CO)O)O","P24207812","0","decoy"
"C[C@H]1[C@H]([C@@H](C[C@@H](O1)O)O)O","P24228551","0","decoy"
"C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O)O)O","P24228552","0","decoy"
"C(CCl)C(=O)NC(=O)N","P24318520","0","decoy"
"C[C@H](C(=O)N)N1CCNCC1","P30393900","0","decoy"
"C1C/C(=C/C(=O)C(=O)N)/NC1","P41974730","0","decoy"
"C1C[C@H]([NH2+]C1)C(=O)N[O-]","P51215067","0","decoy"
"COC(=O)N[C@H]1C[C@@H]1N","P53888216","0","decoy"
"CC1CCN(CC1)C(=O)NN","P54927197","0","decoy"
"C1CCN(C1)C(=O)NN","P54927198","0","decoy"
"C[C@@H]1C[C@](C[NH2+]1)(C(=O)[O-])O","P59177695","0","decoy"
"C1[C@H]([NH2+][C@H](S1)C(=O)[O-])O","P59188741","0","decoy"
"C1C[C@@H]([C@@H]1C(=O)N)C(=O)O","P59189804","0","decoy"
"CC(=O)[C@](C)(NO)O","P59191345","0","decoy"
"CN1CCCC[C@H]1C(=O)NN","P59289755","0","decoy"
"C[C@H]1CCN(C1)C/C(=N/O)/N","P61812363","0","decoy"
"C1C[C@@H]2C[C@H]1CN2C/C(=N/O)/N","P74273782","0","decoy"
"CO[C@H]1CCC[C@@H]1NC(=O)N","P75337551","0","decoy"
"C[C@@H](CN(C)C(=O)N)O","P77621951","0","decoy"
"C[C@H](CN(C)C(=O)N)O","P77621952","0","decoy"
"C1C[C@@H](C[NH2+]C1)[C@H](C(=O)[O-])O","P85902119","0","decoy"
"CN(C)[C@@H](C(=O)[O-])[NH3+]","P89812344","0","decoy"
"C1C[C@H]([NH2+]C1)[C@H](C(=O)[O-])O","P89999547","0","decoy"
"C[C@@H](/C(=N/O)/N)N(C)C(=O)C","P90543722","0","decoy"
"C1C[C@@H]([C@@H](C1)[NH3+])c2n[n-]nn2","P92298492","0","decoy"
"C1C[C@H]([C@@H](C1)[NH3+])c2n[n-]nn2","P92298493","0","decoy"
"C1CSC(=N1)NC(=O)CN","P96217416","0","decoy"
"C1C(CN1C(=O)N)O","P96377371","0","decoy"
"C/C(=C(\C(=O)OC)/[NH3+])/[O-]","P101123070","0","decoy"
"C1[C@H](ON=C1Cl)[C@@H](CO)N","P101128085","0","decoy"
"C1C[C@H](C[NH2+]C1)CC(=O)N[O-]","P107232038","0","decoy"
"C1C[C@](COC1)(C(=O)N)O","P107917471","0","decoy"
"C1COC[C@H]1C(=O)NC(=O)N","P107971175","0","decoy"
"CN1CCC[C@H](C1)/C(=N/O)/N","P109018549","0","decoy"
"CSC(=C(C#N)C#N)NN","P114849488","0","decoy"
"C1C[NH2+][C@@H]([C@H]1O)CC(=O)[O-]","P117751977","0","decoy"
"CCNC(=O)NO","P123254707","0","decoy"
"COC(=O)[C@@H]1[C@H](CCCN1)N","P123387399","0","decoy"
"COC(=O)[C@H]1[C@H](CCCN1)N","P123387402","0","decoy"
"CC(C)(/C(=N/OC)/[O-])[NH3+]","P129929700","0","decoy"
"C[C@@H](C(=O)C)NC(=O)N","P129973817","0","decoy"
"C[C@]1(COC[C@H]1[NH3+])C(=O)[O-]","P133607560","0","decoy"
"C[C@]1(CCCO1)CNC(=O)N","P136516744","0","decoy"
"C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)F)O)O","P151016908","0","decoy"
"COC[C@@H]1C[C@H](CN1N)O","P151032104","0","decoy"
"CO[C@@H]1[C@H](NC(=N)N1)OC","P151032568","0","decoy"
"CC(C)(/C(=N/O)/N)OC","P156180563","0","decoy"
"CC(=O)N/C(=C(/C#N)\N)/C#N","P156243627","0","decoy"
"CC(=O)c1c(ccc(c1OC)O)O","P22525129","0","decoy"
"CC(=O)c1cc(c(cc1O)O)OC","P22525140","0","decoy"
"CN(C)NC(=O)c1ccccc1O","P23933286","0","decoy"
"C[C@]1(C(=O)NC(=O)N1)CCC=C","P24019403","0","decoy"
"C[C@@H](CO)NC(=O)c1ccco1","P29352675","0","decoy"
"CS(=O)(=O)N1CCCC[C@@H]1N","P29568059","0","decoy"
"CC(=O)Nc1ccc(c(c1)OC)O","P32822350","0","decoy"
"CC(C)NC(=O)[C@@H]1C[C@@H]1C(=O)O","P55709751","0","decoy"
"c1cc(ccc1C(=O)NCC#N)O","P56076031","0","decoy"
"c1cc(c(c(c1)N=O)O)CO","P59182810","0","decoy"
"C[C@H]1C[C@]1(C(=O)N)OC(=O)C","P59185642","0","decoy"
"C[C@@H]1C[C@](CO1)(C)OC(=O)N","P59226121","0","decoy"
"CNC(=O)NC(=O)CCCCl","P60619143","0","decoy"
"C1C[C@H](NC1)CN2CCNC(=O)C2","P64682578","0","decoy"
"CC(C)(C)Cc1nnc(o1)CN","P75223345","0","decoy"
"CCNC(=O)N[C@@H](C)CC#N","P75363919","0","decoy"
"CCC(C)(C)c1nnc(o1)CN","P81864887","0","decoy"
"CC[C@@H](C#N)NC(=O)NC1CC1","P81941650","0","decoy"
"CCNc1c(ccc([nH+]1)C)C(=O)[O-]","P82048427","0","decoy"
"CCNC(=O)N1CC[C@@H](C1)O","P94512349","0","decoy"
"CC(C)NC(=O)N1CC[C@H](C1)O","P94512424","0","decoy"
"CCNC(=O)CN1CC[C@H](C1)O","P94524995","0","decoy"
"C[C@@H]1C[C@@H](CCO1)S(=O)(=O)N","P107707251","0","decoy"
"c1cc(oc1)[C@H]2C[NH2+]C[C@H]2C(=O)[O-]","P108184382","0","decoy"
"C1CN(CCC1C#N)C(=O)N","P108990635","0","decoy"
"C1CC1[C@H](C#N)NC(=O)NC2CC2","P109011612","0","decoy"
"CNCC(=O)N[C@@H]1CCCOC1","P109615893","0","decoy"
"c1cc(ccc1NC(=O)CC#N)O","P112429950","0","decoy"
"CN(C)C(=O)NC[C@@H](C1CC1)O","P128795404","0","decoy"
"C[C@H]1C[NH+](C[C@@H]1C(=O)[O-])CCO","P129020650","0","decoy"
"c1cc2c(cc1CNO)OCCO2","P129531989","0","decoy"
"CC1([C@H]([C@H]1C(=O)O)C(=O)NC)C","P129629388","0","decoy"
"C[C@H]1C(=O)N[C@@](C(=O)N1)(C)C2CC2","P129686110","0","decoy"
"C[C@H]1C(=O)N[C@](C(=O)N1)(C)C2CC2","P129686112","0","decoy"
"CCC[C@@H]1C(=O)NCCC(=O)N1","P129686358","0","decoy"
"CO/N=C(/[C@H]1CCCCC[NH2+]1)\[O-]","P129929643","0","decoy"
"CCO/N=C(/[C@H]1CCCC[NH2+]1)\[O-]","P129929867","0","decoy"
"CCC1(CN(C1)C(=O)OCC)N","P132005043","0","decoy"
"C[C@@H](C(=O)NC)Nn1cccc1","P134378955","0","decoy"
"CC(=O)C[C@@H]1CCCN1C(=O)N","P135416025","0","decoy"
"C[C@H]1CC[NH+]1C[C@@](C)(C(=O)[O-])O","P135688421","0","decoy"
"[H]/N=C/1\[C@H](N(C(=O)N1)C(C)C)CC","P136190992","0","decoy"
"C[C@H]1C[C@@H](CN(C1)C(=O)OC)N","P136260061","0","decoy"
"CCc1c2c(n(n1)C)N[C@@H](CN2)C","P136543364","0","decoy"
"Cc1c2c(n(n1)C)N[C@H](CCN2)C","P136543504","0","decoy"
"C=C[C@H](c1ccc(cc1)[N+](=O)[O-])N","P150397825","0","decoy"
"C1CNC(=O)N(C1)CCO","P152069116","0","decoy"
"C/C(=C(\C#N)/C(=O)OC)/N","P155268485","0","decoy"
"C/C(=N/O)/C(=N\O)/C","P156234412","0","decoy"
"[H]/N=N/Nc1ccccc1C=O","P156238498","0","decoy"
"C1CS(=O)(=O)C[C@H]1CO","P09082078","0","decoy"
"C[C@H]1[C@@H](CC[C@@H](O1)OC)O","P20462346","0","decoy"
"CC1(OC[C@H](O1)CO)C","P23868837","0","decoy"
"C[NH+]1CC[C@H](C1)C(=O)[O-]","P23936416","0","decoy"
"CCN(C)C(=O)NC(=O)C","P23938388","0","decoy"
"C#CCN1CCC(=NO)CC1","P28811580","0","decoy"
"C1[C@@H]2[C@H](C=C[C@H](O1)O2)O","P32804231","0","decoy"
"C1CC[NH+]=C(C1)C(=O)[O-]","P38900066","0","decoy"
"C1COCO[C@H]1CO","P50742774","0","decoy"
"C=CC(=O)NC1(CCC1)C#N","P54000040","0","decoy"
"C1C[C@@H]2C[C@@H]([NH+]=C2C1)C(=O)[O-]","P59176407","0","decoy"
"C1C[C@@H](OC[C@H]1[N+](=O)[O-])O","P59177859","0","decoy"
"C[C@@]1([C@H](OCCO1)O)OC","P59177909","0","decoy"
"C1C[C@@]2(C[C@H]1C(=O)C2)C(=O)O","P59190002","0","decoy"
"C[C@H]1C[C@@H](ON1O)C(=O)C","P59192640","0","decoy"
"CC1=NN(CO[C@H]1O)C","P59196469","0","decoy"
"CC(=O)[C@H]1C[C@H]1C(=O)O","P59199259","0","decoy"
"COC(=O)N1C[C@H]1CO","P59204138","0","decoy"
"C1CN1C(=O)NCCF","P59204206","0","decoy"
"C[C@H]1[C@@H](N(C(=O)O1)C)CO","P59205821","0","decoy"
"C=CC[NH+]1C[C@H]2C[C@@H]1C(=N2)[O-]","P59255515","0","decoy"
"CCN1C[C@H](CC1=O)CO","P64104804","0","decoy"
"C[C@H](C#N)N1CC[C@@H](C1)CO","P77714041","0","decoy"
"C1CC(C1)NC(=O)CC#N","P78162057","0","decoy"
"C1CN(C[C@H]1NC#N)C2CC2","P79187767","0","decoy"
