"molecule structure","name","activity","type"
"Cc1c(csc1CCO[P@@](=O)([O-])OP(=O)([O-])[O-])Cc2cnc(nc2N)C","14a","1","real"
"Cc1ncc(c(n1)N)Cn2cc(nn2)CCO","18a","1","real"
"Cc1ncc(c(n1)N)Cn2cc(nn2)CCO[P@](=O)(CP(=O)([O-])[O-])[O-]","20a","1","real"
"C[NH2+]Cc1cc2cccnc2s1","4","1","real"
"c1cc(ccc1C[NH3+])c2cnns2","5","1","real"
"C[NH2+]Cc1ccc2c(c1)cccn2","6","1","real"
"c1ccc(cc1)c2nc(sn2)[N@]3CCC[NH2+]CC3","7","1","real"
"c1c2c(ncnc2[nH]n1)N","14","0","real"
"c1cc2c(ccnc2cc1Cl)N3CC[NH2+]CC3","15","0","real"
"C[NH2+]Cc1cccc(c1)c2nccs2","16","0","real"
"Cc1ncc(c(n1)N)CN","22","0","real"
"Cc1c(sc[n+]1Cc2cc(=O)[nH]c(n2)C)CCO","3T","0","real"
"Cc1c(ccc[n+]1Cc2cc(=O)[nH]c(=O)[nH]2)CCO","2M","0","real"
"Cc1c(cc[n+](c1C[n+]2cccc(c2)CCO)[O-])[N+](=O)[O-]","4P","0","real"
"c1[nH]c2c(=O)[nH]cnc2n1","17","0","real"
"Cc1ncc(c(n1)N)CN([C@@H](C)CCCO[P@@](=O)([O-])OP(=O)([O-])[O-])C(=O)C","17a","0","real"
"Cc1ncc(c(n1)N)Cn2cc(nn2)CCCCO","4b","0","real"
"CC(c1cccc(c1)[N+](=O)[O-])(SCC(=O)[O-])SCC(=O)[O-]","P05656096","0","decoy"
"c1ccc2c(c1)C=C(CO2)/C=C\3/C(=O)N(C(=S)S3)[C@@H](CC(=O)[O-])C(=O)[O-]","P07405082","0","decoy"
"C1Cc2c(sc3c2c(=O)n(c(=O)n3CC(=O)[O-])CC(=O)[O-])C1","P10673291","0","decoy"
"c1cc2c(cc1[N-]S(=O)(=O)c3ccc(c(c3)C(=O)[O-])Cl)OCCO2","P18397097","0","decoy"
"c1cc(cc(c1)N2C(=O)/C(=C/c3ccc(cc3)OCC(=O)[O-])/SC2=S)C(=O)[O-]","P19236844","0","decoy"
"Cc1cc(ccc1c2ccc(o2)/C=C\3/C(=O)N(C(=O)S3)CC(=O)[O-])C(=O)[O-]","P24632006","0","decoy"
"Cc1cc(no1)[N-]S(=O)(=O)c2ccc(cc2)[N-]S(=O)(=O)c3cc(ccc3F)F","P25709575","0","decoy"
"COc1cc(cc(c1[O-])[N+](=O)[O-])/C=C\2/C(=NC(=S)N(C2=O)CC=C)[O-]","P29366240","0","decoy"
"c1cc(cc(c1)[N+](=O)[O-])[C@@H]2C(=C(C(=O)N2CC(=O)[O-])[O-])C(=O)c3ccc(cc3)Cl","P29385453","0","decoy"
"c1cc(ccc1[C@H]2C(=C(C(=O)N2CC(=O)[O-])[O-])C(=O)c3ccc(cc3)[N+](=O)[O-])Cl","P29385578","0","decoy"
"C[C@@H](C(=O)[O-])Oc1ccc(cc1)/C=C/2\C(=NC(=S)N(C2=O)CC=C)[O-]","P29439305","0","decoy"
"C[C@H](C(=O)[O-])Oc1ccc(cc1OC)/C=C/2\C(=NC(=S)N(C2=O)C)[O-]","P29440122","0","decoy"
"c1c(c(cc(c1S(=O)(=O)[N-][C@@H]2CCOC2=O)Cl)Cl)C(=O)[O-]","P29794869","0","decoy"
"Cc1cc(c(c(=O)o1)/C(=N/[N-]S(=O)(=O)c2ccc(cc2)Cl)/C)[O-]","P30305465","0","decoy"
"CS(=O)(=O)[N-]c1ccc(cc1Oc2ccc(cc2)[O-])[N+](=O)[O-]","P32764738","0","decoy"
"C#CCOc1ccc(cc1)/C=C/2\C(=NC(=O)N(C2=O)c3ccc(cc3)C(=O)[O-])[O-]","P33142289","0","decoy"
"CS(=O)(=O)[N-]c1ccc(cc1Cl)[N-]S(=O)(=O)c2ccc(cc2)[N+](=O)[O-]","P36545661","0","decoy"
"Cc1ccc(c(c1)S(=O)(=O)[N-]c2cc(ccc2[O-])S(=O)(=O)N(C)C)C","P41640675","0","decoy"
"c1cc(ccc1C(=O)[O-])[N-]S(=O)(=O)c2ccc3c(c2)CCC(=O)O3","P48440483","0","decoy"
"CCOC(=O)[C@@H]1CCCN(C1)c2ccc(c(c2)C(=O)[O-])[N-]S(=O)(=O)CC","P48862742","0","decoy"
"CS(=O)(=O)[N-]c1nc2ccc(cc2s1)/C(=N/c3nnc(s3)[C@H]4CCCO4)/[O-]","P54036905","0","decoy"
"c1cc(c(cc1F)C(=O)[O-])[N-]S(=O)(=O)[C@@H]2CCS(=O)(=O)C2","P55634532","0","decoy"
"c1cc(c(cc1F)C(=O)[O-])[N-]S(=O)(=O)[C@H]2CCS(=O)(=O)C2","P55634536","0","decoy"
"c1cc(c(cc1C(=O)[O-])[N-]S(=O)(=O)[C@H]2CCS(=O)(=O)C2)Cl","P55694239","0","decoy"
"c1cc(ncc1Br)[N-]S(=O)(=O)N2CCC[C@@H](C2)C(=O)[O-]","P55999042","0","decoy"
"C1CCC2=C3C(=NC(=NC3=O)S[C@@H](CC(=O)[O-])C(=O)[O-])S[C@@H]2C1","P60176058","0","decoy"
"C1CC[C@H]([C@H](C1)C(=O)[O-])C(=O)OCCOC(=O)[C@H]2CCCC[C@@H]2C(=O)[O-]","P60256056","0","decoy"
"C1CC[C@@H]([C@@H](C1)C(=O)N2CCN(CC2)C(=O)[C@H]3CCCC[C@@H]3C(=O)[O-])C(=O)[O-]","P60679828","0","decoy"
"C[C@@H](CCC(=O)[O-])[C@@H]1CC[C@@H]2[C@]1(C(=O)C[C@@H]3[C@@H]2C(=O)C[C@H]([C@@]3(C)CCC(=O)[O-])C(=O)[O-])C","P66464231","0","decoy"
"c1cc(cc(c1)N2C[C@@H](CC2=O)C(=O)[O-])N3C[C@@H](CC3=O)C(=O)[O-]","P69199889","0","decoy"
"c1ccc(c(c1)c2ccc(o2)/C=C/3\C(=NC(=O)N(C3=O)c4cccnc4)[O-])C(=O)[O-]","P74798709","0","decoy"
"CN1C(=O)[C@@](N=C1[O-])(C(F)(F)F)[N-]S(=O)(=O)c2ccc(cc2)Cl","P75541616","0","decoy"
"c1ccc(cc1)S(=O)(=O)[N-]/N=C/c2cc(cc(c2[O-])[N+](=O)[O-])Cl","P86209774","0","decoy"
"Cc1c(cccc1[N-]S(=O)(=O)[C@@H]2CCS(=O)(=O)C2)C(=O)[O-]","P94771580","0","decoy"
"c1cc(c(cc1I)C(=O)[O-])[N-]S(=O)(=O)N2CCOCC2","P96409305","0","decoy"
"C[N-]C1=NC2=NC(=O)C(=C([C@@H]2S1)[O-])[C@@H](c3ccccc3F)C(C#N)C#N","P97416793","0","decoy"
"c1cc(c(c(c1)F)F)[N-]S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])[O-]","P111765362","0","decoy"
"c1c(occ(c1=O)[O-])CN2CCCN(CC2)Cc3cc(=O)c(co3)[O-]","P113519152","0","decoy"
"c1ccc(c(c1)[N-]S(=O)(=O)c2ccccc2F)n3ccc(n3)C(=O)[O-]","P123017027","0","decoy"
"C1CC(CCC(CCC(CCC1CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]","P123431977","0","decoy"
"C[C@H](CS(=O)(=O)C)[N-]S(=O)(=O)N1CCC(CC1)C(=O)[O-]","P127749903","0","decoy"
"c1ccc2c(c1)C(=C(C2=O)/C=N/c3ccc(cc3)S(=O)(=O)[N-]c4ncccn4)[O-]","P127994638","0","decoy"
"CC(C)[C@@H](C(=O)[O-])[N-]C1=NC(=O)/C(=C/c2ccc3c(c2)OCO3)/S1","P130234628","0","decoy"
"Cc1ccoc1/C(=N/S(=O)(=O)c2ccc(c(c2)F)[N-]S(=O)(=O)C)/[O-]","P140237481","0","decoy"
"Cn1c(=O)c(cnc1[O-])CC(=O)N2CCC[C@@](C2)(CC=C)C(=O)[O-]","P143518507","0","decoy"
"c1cc(ccc1C(=O)N2CCC3(CCC(=O)N(C3)CC(=O)[O-])CC2)C(=O)[O-]","P144055725","0","decoy"
"c1ccc(c(c1)[C@@H]2CC(=O)Oc3c2c4c(c(c3)[O-])c(=O)c(c(o4)c5ccc(c(c5)O)O)[O-])OCC(=O)[O-]","P151624515","0","decoy"
"c1ccc(c(c1)/C=N\[N-]C2=NC(=O)[C@@H](S2)CC(=O)[O-])OC(F)F","P154322927","0","decoy"
"CC(=CC[C@@]1(CCCN(C1)C(=O)CCc2nc([n-]n2)Cl)C(=O)[O-])C","P155484104","0","decoy"
"c1cc(c(nc1)Sc2nc([n-]n2)/N=C(/C(=C(Cl)Cl)Cl)\[O-])[N+](=O)[O-]","P156181876","0","decoy"
"C[NH+]1CCC(CC1)NC(=O)NCC(=O)[O-]","P52407519","0","decoy"
"CN1c2ccc(cc2CC1=O)S(=O)(=O)[N-][NH3+]","P52569962","0","decoy"
"CCNC(=O)NC(=O)CN1CCNCC1","P54889608","0","decoy"
"C[C@H](C(=O)NC(=O)N(C)CC(=O)N)Cl","P55419359","0","decoy"
"C1C[C@H](N(C1)C(=O)[C@@H]2C[C@@H]2C(=O)O)C(=O)N","P55709677","0","decoy"
"C1[C@H]([C@H](CS1(=O)=O)Sc2nnc(s2)N)O","P55750664","0","decoy"
"CNC(=O)CN[C@@H]1CS(=O)(=O)C[C@H]1O","P55757952","0","decoy"
"C1C[C@@H](CN(C1)C(=O)[C@H]2C[C@@H](C[NH2+]2)O)C(=O)[O-]","P61437321","0","decoy"
"CCNC(=O)N1CCN(CC1)C(=O)[C@H](C)N","P63173957","0","decoy"
"C[C@@H](c1[n-]nnn1)n2ccc3c2CCC[C@H]3[NH3+]","P63240990","0","decoy"
"C1C[NH2+]CCC1NC(=O)N2CSC[C@@H]2C(=O)[O-]","P64169538","0","decoy"
"C1C[C@H](CN(C1)C(=O)N)C(=O)N2CCC[C@H]2CO","P64178327","0","decoy"
"CC[C@H](C(=O)N1CCO[C@@H](C1)C(=O)[O-])[NH3+]","P66062712","0","decoy"
"C[C@H]1CC[C@H](CN1C(=O)[C@@H]2CNCCO2)C(=O)N","P66268639","0","decoy"
"C[C@@H]1CN(CCO1)C(=O)[C@H](C)/C(=N/O)/N","P67636022","0","decoy"
"CN(C/C(=N/O)/N)C(=O)[C@@H]1CCOC1","P67910386","0","decoy"
"C[C@H](/C(=N/O)/N)N(C)C(=O)[C@@H]1CCOC1","P68029060","0","decoy"
"C[C@@H]1CN(CC(O1)(C)C)C(=O)C(=O)NCCN","P68805184","0","decoy"
"CCNC(=O)NC(=O)CN1CCC[C@@H](C1)O","P71653106","0","decoy"
"C[C@@H](CNC(=O)NC1CCN(CC1)C(=O)C)O","P73592041","0","decoy"
"c1cc(=O)[nH]cc1C(=O)N[C@H]2CCCNC2=O","P73900036","0","decoy"
"C1CCN([C@H](C1)C(=O)[O-])C(=O)N2CC[C@H](C2)C[NH3+]","P75154610","0","decoy"
"CC1(CCN(CC1)C(=O)[C@H]2C[C@@H](C[NH2+]2)O)C(=O)[O-]","P96436096","0","decoy"
"C1C[C@H](N(C1)C(=O)[C@@H]2CCOC2)/C(=N\O)/N","P109008739","0","decoy"
"C1CN(CC(=O)N1)CCS(=O)(=O)N","P122982925","0","decoy"
"C1C[C@@H](CN(C1)CC(=O)NC(=O)N)C#N","P124725690","0","decoy"
"c1c(coc1CN2CCSC2=O)C(=O)NN","P128883534","0","decoy"
"C1CC(=O)NC[C@H]1NC(=O)[C@@H]2C[C@@H]2C(=O)O","P128955355","0","decoy"
"CNC(=O)[C@@H]1Cc2cc(ccc2O1)S(=O)(=O)N","P131029188","0","decoy"
"C1CC1S(=O)(=O)N2CCNC[C@@H]2C(=O)N","P131451508","0","decoy"
"c1c(c(c(=O)[nH]n1)Cl)NC[C@@H]2CCC(=O)N2","P133798961","0","decoy"
"C1C[C@H]2CN(C[C@@H]1O2)C(=O)CNC(=O)CN","P133912773","0","decoy"
"C1CS(=O)(=O)CCC1NC(=O)[C@@]2(CCOC2)N","P134457320","0","decoy"
"CNC(=O)[C@@H]1CCCN1C(=O)[C@@]2(CCOC2)N","P134468128","0","decoy"
"C1COCCN1C(=O)NC[C@@H](CO)O","P134595218","0","decoy"
"CS(=O)(=O)N1CCC[C@@H](C1)C/C(=N/O)/N","P135549813","0","decoy"
"C1C[C@@H](N(C1)C(=O)C[C@H]2CCCO2)/C(=N\O)/N","P136505486","0","decoy"
"C[C@@H](C(=O)NN)N1CCN(C(=O)C1(C)C)C","P136569454","0","decoy"
"c1cc2c(cc1S(=O)(=O)N3CC(C3)N)CC(=O)N2","P137008254","0","decoy"
"C1C[C@@H](CN(C1)C(=O)[C@H]2COCCN2)C(=O)N","P138192099","0","decoy"
"C[C@H]1CC[C@@H](CN1C(=O)[C@@H]2COCCN2)C(=O)N","P138217290","0","decoy"
"C[C@@]1(CCCN1)C(=O)N[C@@H]2CCC(=O)NC2=O","P140847214","0","decoy"
"CNC(=O)[C@H]1CCCCN1C(=O)[C@@H]2COC[C@@H]2N","P141320425","0","decoy"
"C[C@]1(COC[C@H]1N)C(=O)N2CCC[C@@H]2C(=O)NC","P141709906","0","decoy"
"C[C@@]1(COC[C@H]1N)C(=O)NC[C@@H]2COCCO2","P141710171","0","decoy"
"CN1CCO[C@@H](C1)CN2CCC[C@@H]2/C(=N/O)/N","P144115242","0","decoy"
"c1[nH]c2c(n1)CN[C@@H](C2)C(=O)NC[C@H]3CCCO3","P145248004","0","decoy"
"CC(C)[C@H](C(=O)N1C[C@H]([C@H](C1)O)O)NC(=O)C","P145733634","0","decoy"
"CC1(C(=O)NCCN1C(=O)[C@@H]2CC[C@@H](O2)CN)C","P148251418","0","decoy"
"C1C[NH2+]C[C@H]1C(=O)N2C[C@@H]3CNC[C@@]3(C2)C(=O)[O-]","P151733657","0","decoy"
"Cc1coc2c1cc3c(c(c(=O)oc3c2C)CC(=O)N(CC(=O)[O-])CC(=O)[O-])C","P05035237","0","decoy"
"CC(=O)Nc1ccc(c(c1)S(=O)(=O)[O-])/C=C/c2ccc(c(c2)S(=O)(=O)[O-])N=C=S","P09065639","0","decoy"
"CS(=O)(=O)[N-]c1ccc(c(c1)[N-]S(=O)(=O)C)[N+](=O)[O-]","P24594107","0","decoy"
"c1cc(ccc1c2[nH]c(c([nH+]2)C(=O)[O-])C(=O)[O-])S(=O)(=O)[O-]","P25207980","0","decoy"
"C(CCOC(=O)NCC(=O)[O-])COC(=O)NCC(=O)[O-]","P25552219","0","decoy"
"CC(=O)C1=C(C(=O)N([C@H]1c2cccc(c2)[N+](=O)[O-])CC(=O)[O-])[O-]","P29339651","0","decoy"
"CC1(Cc2c(sc3c2c(=O)n(c(=O)n3CC(=O)[O-])CC(=O)[O-])CO1)C","P36358920","0","decoy"
"C1CN(CCN1C[C@H](CS(=O)(=O)[O-])O)C(=O)C(=O)[O-]","P36810784","0","decoy"
"C1CN(CCN1C[C@H](CS(=O)(=O)[O-])O)C(=O)CC(=O)[O-]","P36810799","0","decoy"
"C1CN(CCN1C[C@H](CS(=O)(=O)[O-])O)C(=O)CCCC(=O)[O-]","P36810827","0","decoy"
"C1CC(C(=O)[C@]1(CCC(=O)O)CCC(=O)[O-])(CCC(=O)[O-])CCC(=O)[O-]","P37690413","0","decoy"
"C/C=C/C=C/C(=O)C1[C@H]2[C@@](C(=C(C1=O)C)[O-])(OC(=O)[C@@]2(C)NC(=O)/C=C/C(=O)[O-])C","P50114723","0","decoy"
"CC(C)(C)[C@H](C(=O)[O-])NS(=O)(=O)c1cnc([nH]c1=O)[O-]","P52510749","0","decoy"
"c1cc(sc1C(=O)[O-])[N-]S(=O)(=O)c2c[nH]c(=O)[nH]c2=O","P52574829","0","decoy"
"c1cc2c(cc1F)n(cc2[C@@H](C(=O)[O-])N3CCN(CC3)[C@@H]4CCS(=O)(=O)C4)CC(=O)[O-]","P54053275","0","decoy"
"CC(C)[C@@H](C(=O)[O-])NS(=O)(=O)c1cnc([nH]c1=O)[O-]","P55634959","0","decoy"
"C[C@H]1CN(C[C@H](O1)C)S(=O)(=O)[N-][C@@H](CC(=O)N)C(=O)[O-]","P55707604","0","decoy"
"c1c(c(nc(=O)[nH]1)[O-])S(=O)(=O)NC2CCC(CC2)C(=O)[O-]","P55861677","0","decoy"
"C1C[C@@H](CN(C1)S(=O)(=O)[N-]c2nnc(o2)C3CC3)C(=O)[O-]","P55999754","0","decoy"
"COC(=O)[C@H](CO)[N-]S(=O)(=O)N1CCC[C@@H](C1)C(=O)[O-]","P56003495","0","decoy"
"C1CCN([C@H](C1)C(=O)[O-])S(=O)(=O)[N-]CCS(=O)(=O)N","P56004865","0","decoy"
"c1cc(c(cc1n2cnnn2)[N-]S(=O)(=O)CC(=O)[O-])F","P56190858","0","decoy"
"CCn1cc(ccc1=O)[N-]S(=O)(=O)c2c(c[nH]n2)C(=O)[O-]","P56193560","0","decoy"
"c1ccc2c(c1)c(ccc2S(=O)(=O)[O-])/N=N/c3cc(c4ccccc4c3[O-])S(=O)(=O)[O-]","P56861026","0","decoy"
"Cn1cnnc1C[N-]S(=O)(=O)N2CCC[C@H](C2)C(=O)[O-]","P57141926","0","decoy"
"Cc1nc(on1)C[N-]S(=O)(=O)N2CCC[C@H](C2)C(=O)[O-]","P57198426","0","decoy"
"c1c(cn[nH]1)S(=O)(=O)[N-]c2nnc(s2)SCC(=O)[O-]","P62252635","0","decoy"
"c1cc2c(c(c1)NC(=O)COCC(=O)[O-])c(=O)[nH]nc2[O-]","P62339853","0","decoy"
"C1CC1c2nnc(o2)/N=C(/CN3CCO[C@@H](C3)C(=O)[O-])\[O-]","P66060607","0","decoy"
"C[C@@H](c1[n-]nnn1)NC(=O)N[C@@H](C2CCCCC2)C(=O)[O-]","P67735258","0","decoy"
"c1c(c(nc(=O)[nH]1)[O-])S(=O)(=O)N2CCC[C@@H](C2)CC(=O)[O-]","P81713005","0","decoy"
"c1cc(ccc1N2[C@@H](CC(=N2)/C(=N/c3[n-]ncn3)/[O-])C(=O)N)F","P87137306","0","decoy"
"C[C@@H]1CN(C[C@@H](O1)C)S(=O)(=O)[N-]c2c(nccn2)C(=O)[O-]","P97080576","0","decoy"
"c1nc([nH]n1)SC/C(=C\2/[C@H](N(C(=NC2=O)[O-])C3CC3)N)/[O-]","P97082685","0","decoy"
"c1c(nc[nH]1)S(=O)(=O)[N-]c2nnc(s2)SCC(=O)[O-]","P108567937","0","decoy"
"c1c(c(nc(=O)[nH]1)[O-])S(=O)(=O)N[C@H]2CCC[C@@H](C2)C(=O)[O-]","P108835937","0","decoy"
"c1c(c(nc(=O)[nH]1)[O-])S(=O)(=O)N[C@@H]2CCC[C@H](C2)C(=O)[O-]","P108835938","0","decoy"
"c1ccc2c(c1)NC(=C([S@@]2=O)C(=O)/C(=N/c3ccccc3[N+](=O)[O-])/[O-])[O-]","P111222325","0","decoy"
"c1cc(ccc1/N=N/c2ccc(c3c2ccc(c3)S(=O)(=O)[O-])[O-])S(=O)(=O)[O-]","P111243852","0","decoy"
"C(C(=O)[O-])NC(=O)CSc1c(c2c(s1)c(=O)[nH]c(n2)[O-])C#N","P112456377","0","decoy"
"Cc1nc([nH]n1)/N=C(/C/C(=N\c2[n-]nc(n2)C)/C(F)(F)F)\[O-]","P112597836","0","decoy"
"CN1C(=O)C[C@@H](C1=O)[N-]S(=O)(=O)N2CCC[C@@H](C2)C(=O)[O-]","P138886352","0","decoy"
"CN1C(=O)C[C@H](C1=O)[N-]S(=O)(=O)N2CCC[C@@H](C2)C(=O)[O-]","P138886353","0","decoy"
"c1c(nc([nH]c1=O)[O-])CC(=O)N2CCO[C@@H](C2)CC(=O)[O-]","P142814967","0","decoy"
"C1CCN([C@H](C1)C(=O)[O-])S(=O)(=O)[N-][C@@H]2CONC2=O","P146307216","0","decoy"
"CCCn1cc(cc1C(=O)[O-])S(=O)(=O)N[C@@H]2CON=C2[O-]","P146307259","0","decoy"
"c1c(c(=O)[nH]c(n1)[O-])S(=O)(=O)N2CCC(CC2)CC(=O)[O-]","P146737978","0","decoy"
"c1c(c(nc(=O)[nH]1)[O-])S(=O)(=O)N2CCC(CC2)CC(=O)[O-]","P146737979","0","decoy"
"c1ccc2c(c1)C[C@@H](N2S(=O)(=O)c3ccc(cc3)N4C[C@@H](CC4=O)C(=O)[O-])C(=O)[O-]","P151194226","0","decoy"
"c1cc(sc1)Cc2nc(n(n2)CC(=O)[O-])CN3CC(=NC3=O)[O-]","P154094717","0","decoy"
"CC1CC[NH+](CC1)[C@@H]2CCC[C@H]2NC","P66232271","0","decoy"
"CC[C@H]1CC[C@H]([C@@H](C1)[NH+](C)C)O","P66656533","0","decoy"
"C[C@@H]1CNCC[NH+](C1)C(C)(C)C","P74201982","0","decoy"
"C[C@@H]1CC[NH+](CC[C@@H](N1)C)C(C)C","P74203103","0","decoy"
"C[C@@H]1C[C@@H](CC[NH+]1C(C)(C)C)NC","P74236812","0","decoy"
"CC[C@H]1CC[NH+](CCN1)[C@@H]2C[C@@H]2C","P78295544","0","decoy"
"C1CC[C@H]([C@@H](C1)C[NH+]2CCCC2)O","P81018050","0","decoy"
"C[NH+](C)C[C@H]1CCCCC[C@@H]1O","P81019021","0","decoy"
"C[NH2+]C1C[C@H]2CC[C@@H](C1)N2C3CCC3","P82223843","0","decoy"
"C1CC[C@@H]([C@@H](C1)C#N)[NH2+]C2CC2","P82519419","0","decoy"
"C1C[C@H]2CCNC[C@@H](C1)[NH+]2CC3CC3","P85901641","0","decoy"
"C[C@@H]1C[NH2+][C@H](CN1C2CCCC2)C","P95978907","0","decoy"
"C[C@@H]1CCNCC[NH+]1C2CCCCC2","P95989994","0","decoy"
"C1CN(CCSC1)C(=[NH2+])C2CC2","P96727134","0","decoy"
"CC1(CCC[NH+]1C[C@H]2CCCN2)C","P96834952","0","decoy"
"C[C@@H]1CCC[C@H]1[NH+]2CCC(CC2)NC","P109342622","0","decoy"
"C[C@H]1CCC[C@@H](C1)[NH2+]C2COC2","P128908707","0","decoy"
"CC1(CCCC1)[NH+]2CCCNCCC2","P129423449","0","decoy"
"CC1CCC(CC1)[C@]2(CC[NH+](C2)C)O","P129490992","0","decoy"
"CC(C)(C)[C@@H]1C[NH+](CCCN1)C","P129505050","0","decoy"
"C[C@@H]1CC[C@H]([C@@H]1C)[NH2+][C@@H]2CCN(C2)C","P129804146","0","decoy"
"C[C@H]1CC[C@@H]([C@@H]1C)[NH+]2CC[C@@H](C2)NC","P129807977","0","decoy"
"C[C@@H]1CC[C@H]([C@@H]1C)N[C@@H]2CC[NH+](C2)C","P129835291","0","decoy"
"C[C@@H]1C[NH2+][C@H](CN1C2CC2)C3CC3","P129873427","0","decoy"
"C[C@@H]1C[C@H]1N2CC([NH2+]C[C@@H]2C)(C)C","P129875309","0","decoy"
"C[C@H]1C[NH+]=C(SC1)NC2CCC2","P130416815","0","decoy"
"CC(C)[C@]1(CCC[NH+](CC1)C)O","P130462877","0","decoy"
"C1C[C@H]2CCC[NH+]([C@@H]2C1)[C@@H]3CCNC3","P130923852","0","decoy"
"CC(C)[C@H]1CCC[NH+]1C2CCNCC2","P131129814","0","decoy"
"CC(C)[C@H]1CCC[NH+]1[C@@H]2CCC[C@@H]2O","P131628141","0","decoy"
"CNC1(CC[NH+](CC1)C)C(F)(F)F","P133425442","0","decoy"
"CC(C)N1C[C@H]2C[NH2+]C[C@@H]2C1(C)C","P133438085","0","decoy"
"C[C@H]1CS[C@H]([NH2+]1)C2CCOCC2","P133474851","0","decoy"
"C[C@@H]1C[C@H](CC(C1)[NH+]2CC[C@H](C2)O)C","P133672040","0","decoy"
"C[C@@H]1C[NH+](C[C@H]1C)[C@@H]2CCCCNC2","P134676655","0","decoy"
"C[C@H]1CC[C@@H](CN1)[NH+]2C[C@H]([C@H](C2)C)C","P134714631","0","decoy"
"C[C@H]1C[NH+](C[C@@H]1C)[C@@H]2CCCNCC2","P134732987","0","decoy"
"CC(C)[C@H]1CO[C@H](C[NH2+]1)C(F)(F)F","P134856454","0","decoy"
"C[C@@H]1[C@H]([NH+](CC[C@@H]1NC)C(C)C)C","P135157927","0","decoy"
"C[C@H]1CC[NH+]([C@@H](C1)C)[C@@H]2CC[C@@H](C2)O","P135593503","0","decoy"
"CC1CC[NH+](CC1)[C@@H]2CC[C@@H](C2)NC","P135623897","0","decoy"
"CC(C)(C)C1C[NH+](C1)C2CCNCC2","P135657874","0","decoy"
"CCC1C[NH+](C1)C2C[C@H]3CC[C@@H](C2)N3","P135658298","0","decoy"
"CC(C)(C)C1C[NH+](C1)[C@H]2CCCNC2","P135695303","0","decoy"
"CC1(CC[C@@H]([C@@H]1O)C[NH+](C)C)C","P135981364","0","decoy"
"CC(C)[NH2+][C@H]1CCOC2(C1)CCC2","P136025290","0","decoy"
"CC[C@H]1CS[C@]2(N1)CC[NH+](C2)C","P137025139","0","decoy"
"CC1(CC[C@H](C1)[NH2+][C@@H]2CCN(C2)C)C","P137278374","0","decoy"
"CC1(CC[C@@H](C1)N[C@H]2CC[NH+](C2)C)C","P137287042","0","decoy"
"C1CC1CO[C@@H]2C[C@@H]3C[C@H]2[NH2+]C3","P151697529","0","decoy"
"CO[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C[NH3+])O)O)O","P07341217","0","decoy"
"C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)[NH3+]","P07726472","0","decoy"
"C([C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)[NH3+])O)O)O","P07730737","0","decoy"
